"POVINN","TYP","JAZYK","VPLATIOD","VPLATIDO","MEMO"
NMAA060,S,CZE,"2003","9999","1. Pokrývací věty, maximální operátory, Rieszovy potenciály, Lebesgueovy body. 

2. Lorentzovy a Orliczovy prostory. 

3. Zhlazování funkcí konvolucí. 

4. Sobolevovy prostory, hustota hladkých funkcí. Ekvivalentní definice. 

5. Odhad funkce Rieszovým potenciálem gradientu, Poincarého nerovnost 

6. Diskuse spojitosti diferencovatelnosti (aproximativní, klasické) 

7. Věty o vnoření (přesné) 

8. Aproximace Luzinova typu 

9. Stopy a rozšiřování 

10. Jemné vlastnosti, kapacita 
"
NMAA070,C,CZE,"2003","9999","Teorie míry a abstraktního Lebesgueova integrálu jako základ pro další studium moderní matematické analýzy a teorie pravděpodobnosti. Integrální počet.
"
NMAA070,C,ENG,"2003","9999","Abstract integration and measure theory as a basis for the study of modern mathematical analysis and probability theory. Integral calculus.
"
NMAA070,M,CZE,"2003","9999","přednáška a cvičení
"
NMAA070,M,ENG,"2003","9999","lecture and exercises
"
NMAA072,A,CZE,"2003","9999","Integrál reálné funkce jedné proměnné, diferenciální rovnice, funkce více proměnných.
"
NMAA072,A,ENG,"2003","9999","Integral of real functions of one variable, differential equations, functions of more variables.
"
NMAA080,S,ENG,"2004","9999","This subject is devoted to study of notions and theorems in details. Its content consists partly from analysis, partly from linear algebra and analytic geometry. The proseminar is organised in different levels, good students are encouraged to work in the summer term on a small written work according their individual wishes. 

For the majority of students the proseminar represents a help in understanding of newly introduced notions and in the proper aproach to study mathematics.  
"
NMAF009,A,ENG,"1348","9999","Differential calculus of real functions of real variables, sequences 
and series of numbers.
"
NMAF037,P,CZE,"2017","9999","Zkouška bude ústní, po předběžné domluvě studenta s přednášejícím  půjde o rozvinutí některého z témat na přednášce probraných  "
NMAF052,A,CZE,"2019","9999","Druhá část základního kurzu matematické analýzy pro bakalářské studium fyziky. Navazuje na NMAF051.
"
NMAF052,S,CZE,"2019","9999","* 1. Číselné a mocninné řady
Řady reálných a komplexních čísel: konvergence a divergence, uzávorkování řad, aritmetika konvergentních řad. Řady s nezápornými členy a kritéria jejich konvergence, absolutní a neabsolutní konvergence, kritéria neabsolutní konvergence, přerovnání a násobení řad, Cauchyův součin řad. Elementární poznatky z teorie mocninných řad: poloměr konvergence, kruh konvergence, kritická kružnice. Derivování a integrování mocninných řad. Taylorovy řady. 

* 2. Obyčejné diferenciální rovnice 							
ODR n-tého řadu, souvislost se systémem ODR 1. řádu, počáteční podmínky, věta o řešitelnosti a o jednoznačnosti řešení.
Lineární rovnice n-tého řádu, homogenní a nehomogenní rovnice, fundamentální systém. Metoda charakteristického polynomu, komplexní a reálný FS, případ vícenásobných kořenů, speciální pravá strana, obecná variace konstant. Bernoulliova rovnice. Wronskián. Speciální typy rovnic vyššího řádu. Eulerova rovnice. Řešení rovnic pomocí Taylorových řad.

* 3. Funkce více proměnných	
Vzdálenost, metrika a metrický prostor. Norma a normovaný prostor. Otevřená množina, okolí, uzavřená množina, uzávěr, vnitřek, hranice. Konvergence, cauchyovskost, úplnost, kompaktnost, separabilita, Banachův a Hilbertův prostor. Kompaktní množiny v metrickém prostoru a v Rn.  Limita a spojitost funkcí více proměnných, Heineho věta, spojitost a stejnoměrná spojitost, spojitý obraz kompaktu a důsledky. Kontraktivní zobrazení. Banachova věta o pevném bodu a její aplikace. Parciální derivace, derivace ve směru, gradient. Operátory grad, div, rot. Totální a parciální diferenciály. Diferenciální rovnice ve tvaru totálního diferenciálu, exaktní rovnice, integrační faktor. Složené derivování a záměna proměnných, věta o střední hodnotě pro víc proměnných. Taylorův vzorec a vyšší diferenciály. Extrémy funkcí více proměnných, implicitní funkce, vázané extrémy, Lagrangeovy multiplikátory.

* 4. Základy variačního počtu v jedné dimenzi					
Funkcionál, Gateauxův diferenciál, variace. Euler-Lagrangeovy rovnice, klasická úloha variačního počtu, Lagrangián, kritický bod funkcionálu, extremála funkcionálu.

"
NMAF052,A,ENG,"2008","9999","Second part of the basic course of mathematics for the students of general physics (bachelor study). Follows the course 
NMAF051.
"
NMAF052,C,CZE,"2008","9999","Druhá část základního kursu matematiky pro bakalářské studium fyziky. Navazuje na NMAF051
"
NMAF052,C,ENG,"2008","9999","Second part of hte basic course of mathematics for the students of physics (bachelor study). Follows the course MAF033, a simultaneously running course MAF041 is recommended.
"
NMAF052,M,CZE,"2008","9999","přednáška + cvičení
"
NMAF052,E,CZE,"2018","9999","Podmínkou účasti na zkoušce je udělený zápočet ze cvičení.

Zápočet: Na cvičení se budou psát 3 testy za 60 bodů. Za aktivitu na cvičení můžete získat až 15 bodů. Zápočet dostanete, když získáte celkem alespoň 35 bodů. Zápočtové písemky je možno opravit, proběhne alespoň jedna opravná písemka."
NMAF052,L,CZE,"2019","9999","Kopáček J.: Matematika pro fyziky I., MATFYZPRESS, 2004
Kopáček J.: Matematika pro fyziky II., MATFYZPRESS, 2003
Kopáček J.: Matematika pro fyziky III., MATFYZPRESS, 2002
Kopáček J. a kol. : Příklady z matematiky pro fyziky I., MATFYZPRESS, 2002
Kopáček J. a kol. : Příklady z matematiky pro fyziky II., MATFYZPRESS, 2003
Jarník J.: Diferenciální počet I, ACADEMIA 1984
Jarník J.: Diferenciální počet II, ACADEMIA 1984
Jarník J.: Integrální počet I, ACADEMIA 1984
Děmidovič V.: Sbírka úloh a cvičení z matematické analýzy, Fragment, 2003 
"
NMAF052,P,CZE,"2018","9999","Zkouška bude písemná a bude mít 2 části, početní a teoretickou. Student musí úspěšně složit obě části zkoušky.

Požadavky u zkoušky odpovídají sylabu předmětu v rozsahu, který byl probrán na přednášce a cvičení.

Student získá lepší známku ze dvou variant:

a/ výsledek u zkoušky b/ výsledek u zkoušky (2/3 bodů) a výsledek za cvičení (1/3 bodů)

To ale platí pouze v případě, kdy student zkoušku složí, tj. získá alespoň 50% bodů v součtu obou částí zkoušky, přičemž současně získá alespoň 45% bodů z početní části. V případě nerozhodné známky proběhne doplňující ústní zkoušení."
NMAF052,S,ENG,"2008","9999","1. Number series and power series
Convergent/oscilatory/divergent number series; convergence criteria for series with non-negative terms and general terms; absolute and relative convergence; product of series. Elementary power series, derivatives and primitives to series. Taylor series.

2. Ordinary differential equations
Solution of an ODE; Cauchy problem for the ODE's; basic existence and uniqueness theorems; scalar equations of the first order - basic methods of finding solutions; linear equations of the nth order - fundamental system, variation of the constant, special right-hand side. Connection to the system of ODEs. Wronskian, Bernoulli and Euler equations.

3. Functions of more than one variable
Metric, norm, open and closed sets, closure, interior, boundary. Convergence, completeness, compactness, separability. Banach and Hilbert spaces. Continuity and uniform continuity, Heine theorem. Continuous functions on a compact set. Contractive mapping. Banach fixed point theorem. Theorem on the solvability of ODE. Limit and continuity. Partial and directional derivatives, total differential. Grad, div and curl. Exact differential equations, integration factor. Chain rule, change of variables. Mean value theorem, Taylor series. Local and global extrema, Lagrange multipliers. Implicit functions. 

4. Variational calculus.
Functional, Gateaux derivative, variation. Euler-Lagrange equations.
"
NMAF073,A,CZE,"2018","9999","Třetí přednáška čtyřsemestrálního kurzu. Pokročilejší poznatky teorie matic, číselných řad a ODR. Křivkový a 
plošný integrál. 
"
NMAF073,A,ENG,"2018","9999","Advanced theory of matrices, number series, ordinary differential equations and their systems. Curved and surface 
integral.

"
NMAF073,E,ENG,"2019","9999","It is necessary to have ""započet"" in order to be able to sign for examination.

To get ""započet"" one should have at least 50 points. There will be two midterm written test (35 points each), two homeworks (10 point each), and 10 points one can obtain based on the presence on seminars.

"
NMAF073,L,CZE,"2019","9999","Kopáček, J. a kol.: Matematika pro fyziky, díly II-IV, skriptum MFF UK

Poznámky přednášejícího, vystavované na stránce předmětu
http://www.karlin.mff.cuni.cz/~rokyta/vyuka/1920/zs/F_apl_mat/index.html"
NMAF073,P,ENG,"2019","9999","Each examination has written and oral part. Written part contains of 4 problems from the following topics: convergence of numer series, eigenvectors and eigenvalues of matrices, ODE, integral along curves and along surfaces. 
 
Not passing the written test means the exam is not passed as a whole and one should apply for another attempt. Passing the written part means one proceeds to the oral part. Not passing the oral part means the exam is not passed as a whole and one should apply for another attempt (both parts). The exam is finally assigned a mark, taking into account the both parts of the exam."
NMAF073,S,CZE,"2019","9999","Číselné řady, konvergence a divergence, absolutní a neabsolutní konvergence, Taylorovy řady.
Vlastní čísla a vlastní vektory matic, charakteristický polynom.
Obyčejné diferenciální rovnice a jejich soustavy, základní metody, Bernoulliova a Eulerova rovnice, řešení rovnic pomocí řad.
Křivkový integrál 1. a 2. druhu, potenciál vektorového pole, pole s nulovou rotací.
Plošný integrál 1 a 2. druhu, Gaussovy-Greenovy věty a Stokesova věta. 				



		
"
NMAF073,S,ENG,"2019","9999","Series of numbers, convergent and divergent series, absolute convergence, Taylor series.
Eigenvalues and Eigen functions of matrices, characteristic polynomial.
Ordinary differential equations and their systems, basic methods of solution, Bernoulli equation, Euler equation. Equations in exact form. Solution of ODE by Taylor series. 
Curved integral of 1st and 2nd type. Potential of a vector field. Rotation-free field. 
Surface integral of 1st and 2nd type. Gauss-Green theorem, Stokes theorem.
"
NMAG359,A,ENG,"2018","9999","An exceptional elective course (povinně volitelný) intended for lectures that takes place just once. 
"
NMAG359,L,ENG,"2018","9999","<HTML>

<ol>
<li>E. Cordero, H. G. Feichtinger, and F. Luef. Banach Gelfand triples for Gabor analysis. In Pseudo-differential 
Operators, volume 1949 of Lecture Notes in Mathematics, pages 1-33. Springer, Berlin, 2008.
<li>H. G. Feichtinger and T. Strohmer. Gabor Analysis and Algorithms. Theory and Applications. Birkhäuser, 
Boston, 1998.
<li>H. G. Feichtinger and T. Strohmer. Advances in Gabor Analysis. Birkhäuser, Basel, 2003.
<li>G. B. Folland. Harmonic Analysis in Phase Space. Princeton University Press, Princeton, N.J., 1989.
<li>K. Gröchenig. Foundations of Time-Frequency Analysis. Appl. Numer. Harmon. Anal. Birkhäuser, Boston, MA, 
2001.
</ol>

<p>
For the courses a dedicated web-page will be installed, in order to facilitate communication between the course 
leader and the participating students, comparable to www.nuhag.eu/TUM (used in 2017 and 2018). Further 
literature is found via www.nuhag.eu/bibtex, see [1-3]. MATLAB code can be obtained from 
<a href=""http://www.univie.ac.at/nuhag-php/mmodule/"">here</a> .
</html>
"
NMAG359,S,ENG,"2018","9999","<HTML>
<p>
The goal of the course will be to introduce all the key concepts of time frequency analysis, in particular of what is 
called Gabor Analysis (a kind of discretization of the time-frequency plane, also called phase-space). 
<p>
The starting point will be linear algebra and polynomials as an important special case. The participants will gain 
access to the NuHAG based MATLAB toolbox and also learn about the key features of the so-called LTFAT 
toolbox (Large Time-Frequency Toolbox) hosted by ARI (Acoustic Research Institute, Vienna). 
<p>
Question of time-frequency analysis over finite Abelian groups are related to problems in digital signal 
processing. For the one-dimensional we are concerned with audio signals, for the two-dimensional case it is 
about digital image analysis. The course will lead up to ideas about time-variant (resp. space-variant) filtering or 
the principles of mobile communication, viewed from a linear algebra point-of-view.

<p align=""center"">
<img src=""http://www.karlin.mff.cuni.cz/~garant/images/Logolink_OP_VVV_hor_cb_cz.jpg"" height=""150""  />
</html>
"
NMAG359,V,ENG,"2018","9999","This course will require from the participating students only a general background in linear algebra, and knowledge of the Riemann integral, ideally with some interest in numerical computations (if not, the examples which will be presented can be viewed just as illustrations of concrete linear algebra applications, providing concrete numerical results, with some discussion of numerical efficiency). In this sense the course should be accessible to students after the first year of studies, ideally in the third year of studies and further on, but even advanced (say PhD) students will benefit from the un-orthodox view on linear algebra concepts, as realized using the programming language MATLAB, which is used widely by applied mathematicians, engineers or physicists. Previous knowledge of MATLAB will not be required, although certainly helpful. Also, following the course without the desire to learn or use MATLAB is also possible.
"
NMAG359,L,CZE,"2018","9999",""
NMAG359,S,CZE,"2018","9999",""
NMAG359,V,CZE,"2018","9999",""
NMAG361,A,CZE,"2012","9999","Volitelný předmět pro zaměření Matematické struktury na OM. Cílem prosemináře bude ukázat konkrétní aplikace 
komutativní algebry, zejména budou uvedeny základy Galoisovy teorie, geometrické aplikace a aplikace v teorii 
čísel.    
"
NMAG361,A,ENG,"2012","9999","An elective proseminar for specialization Mathematical structures within General Mathematics.
"
NMAG361,E,CZE,"2017","9999","
 Během semestru budou průběžně zadávány domácí úlohy. Ke každé z úloh bude stanoven termín odevzdání. Po odevzdání budou úlohy ohodnoceny body. K získání zápočtu bude třeba získat alespoň 65% bodů.   "
NMAG361,L,CZE,"2017","9999","
 1. Lang, S., Algebra (Rev. 3rd ed.), Springer-Verlag, 2002 (Kapitoly V,VI,VII,XIV). 
 
 2. Stewart, I. N., Galois Theory (3rd. ed.), Chapman & Hall/CRC, 2004.

 3. Atiah, M. F., Macdonald, I. G., Introduction to Commutative Algebra,  Addison Wesley, 1969.

  
"
NMAG361,S,CZE,"2017","9999","1) Obory  integrity.
2) Ideály a operace na ideálech.
3) Moduly nad obory hlavních ideálů.
4) Tělesa a Galoisova teorie.
5) Celistvě uzavřené obory.
6) Dedekindovy  obory."
NMAG361,L,ENG,"2017","9999","
 1. Lang, S., Algebra (Rev. 3rd ed.), Springer-Verlag, 2002 (Chapters V,VI,VII,XIV). 
 
 2. Stewart, I. N., Galois Theory (3rd. ed.), Chapman & Hall/CRC, 2004.

 3. Atiah, M. F., Macdonald, I. G., Introduction to Commutative Algebra,  Addison Wesley, 1969.

"
NMAG407,C,CZE,"2013","9999","Cílem je porozumět základním metodám teorie modelů a způsobům jejich aplikací v kontextu algebry, geometrie či teorie čísel.
"
NMAG407,E,ENG,"2019","9999","Students have to pass oral exam."
NMAG407,L,CZE,"2013","9999","D. Marker, Model Theory: An Introduction (Springer, 2002)."
NMAG407,L,ENG,"2013","9999","D. Marker, Model Theory: An Introduction (Springer, 2002)."
NMAG407,P,CZE,"2019","9999","Zkouška má ústní formu. Její požadavky odpovídají obsahu přednesené látky."
NMAG407,S,CZE,"2013","9999","Základní pojmy, metody a fakta teorie modelů a příklady jejich aplikací v algebře, geometrii a teorii čísel.
"
NMAG407,S,ENG,"2013","9999","Basic concepts, methods and facts of model theory and examples of their applications in algebra, geometry and number theory.
"
NMAG431,A,CZE,"2020","9999","Kombinatorika slov ve volných grupách, prezentace grupy a související
problémy slov. Formální a geometrické metody jejich řešení.

"
NMAG431,A,ENG,"2020","9999","Subgroups of free groups (Nielsen's and Reidemaister's method), Tietze transformations, HNN extensions, free 
products with an amalgamated subgroup, geometrical methods, Cayley complexes. Other selected topics in 
elementary combinatorical group theory.

"
NMAG431,S,ENG,"2020","9999","Basics of combinatorial group theory:
1. Free group, subgroups of a free group (the method of Nielsen and Reidemeister), the relationship between the index and the rank of subgroup of a group of a finite index, subgroups of finite rank as free factors in a subgroup of a finite index. Conjugation and cyclically reduced words.
2. Tietze transformations.
3. HNN extensions, defining relations, Britton's lemma and the normal form theorem, applications of HNN extensions.
4. Free products with an amalgamated subgroup, defining relations, the normal form theorem.
5. Geometrical methods, the fundamental group of a two-dimensional complex, application for a geometrical proof that a subgroup of a free group is free,  Kurosh's theorem, Grushko -- von Neumann's theorem.
6. Cayley complexes

According to an interest, some of the following topics will be tought.
1. Higman's embedding theorem.
2. Small cancellation theory.
3. Braid group, the word problem, factors, connections to authomorphisms of free groups.
4. Groups acting on trees.
5. Hyperbolic groups.
6. Tessellations and Fuchsian complexes.
7. Solvability of the word problem for groups with one defining relation.
8. Bipolar structures.
"
NMAG431,E,CZE,"2019","9999","Předpokládá se absolvování obou částí předmětu. Zkouška a zápočet budou uděleny v letním semestru."
NMAG431,L,CZE,"2017","9999","1. Rotman, J. J., An Introduction to The Theory of Groups (2nd ed.), Springer-Verlag, 1999. 

2. Lyndon, R. C. and Schupp, P. E., Combinatorial Group Theory (Reprint of the 1977 ed.), Springer-Verlag, Berlin Heilderberg NY, 2001. 

3. Magnus, W., Karrass, A., Solitar, D., Combinatorial Group Theory (Representation of Groups in Generators and Relations), Dower Publ. INC, Mineola NY, 2004. 

4. Bogopolski, O., Introduction to Group Theory (EMS Textbooks in Mathematics, EMS Publ. House, Zurich, Switzerland, 2008. "
NMAG431,L,ENG,"2017","9999","1. Rotman, J. J., An Introduction to The Theory of Groups (2nd ed.), Springer-Verlag, 1999. 

2. Lyndon, R. C. and Schupp, P. E., Combinatorial Group Theory (Reprint of the 1977 ed.), Springer-Verlag, Berlin Heilderberg NY, 2001. 

3. Magnus, W., Karrass, A., Solitar, D., Combinatorial Group Theory (Representation of Groups in Generators and Relations), Dower Publ. INC, Mineola NY, 2004. 

4. Bogopolski, O., Introduction to Group Theory (EMS Textbooks in Mathematics, EMS Publ. House, Zurich, Switzerland, 2008. "
NMAG431,V,CZE,"2019","9999","Základy teorie grup."
NMAG455,E,CZE,"2019","9999","Předmět je zakončen ústní zkouškou."
NMAG455,S,CZE,"2018","9999","Základní pojmy: ekvivalence kvadratických forem, determinant, přiřazená matice a mříž, redukce forem
Ternární formy, věta o 3 a 4 čtvercích, univerzální diagonální formy, věta 15
Binární formy: skládání a grupa tříd forem, teorie rodů
Izomorfismus grup tříd forem a ideálů
Hilbertovo třídové těleso a prvočísla tvaru x^2+ny^2

"
NMAG455,A,CZE,"2019","9999","Kvadratické formy s celočíselnými koeficienty tvoří centrální část teorie čísel - například studium toho, která 
prvočísla jdou vyjádřit ve tvaru x^2+ny^2, vedlo postupně k rozvoji řady klíčových nástrojů algebraické teorie čísel, 
od studia číselných těles až po teorii třídových těles a modulárních forem. Cílem přednášky je vyložit základy 
aritmetické teorie kvadratických forem, zejména s ohledem na otázky týkající se reprezentace celých čísel včetně 
využití teorie třídových těles.
Předmět nemusí být vyučován každý rok, je vyučován alespoň jednou za dva roky.
"
NMAG455,A,ENG,"2019","9999","Quadratic forms with integral coefficients form a central part of number theory - for example, the study of primes 
represented by the form x^2+ny^2 gradually led to the development of many key tools in algebraic number theory, 
ranging from the study of number fields to the theory of class fields and modular forms. The goal of the course is to 
explain the basics of the arithmetic theory of quadratic forms, in particular with focus on the question of 
representability of integers including applications of class field theory.
The course may not be taught every academic year.
"
NMAG455,L,CZE,"2018","9999","Leonard Eugene Dickson, Modern Elementary Theory of Numbers, Chicago, 1939.

David A. Cox, Primes of the Form x^2+ny^2: Fermat, Class Field Theory, and Complex Multiplication, Wiley, 1989.

Manjul Bhargava, On the Conway-Schneeberger fifteen theorem, Contemp. Math. 272, 27 - 37.
"
NMAG455,L,ENG,"2018","9999","Leonard Eugene Dickson, Modern Elementary Theory of Numbers, Chicago, 1939.

David A. Cox, Primes of the Form x^2+ny^2: Fermat, Class Field Theory, and Complex Multiplication, Wiley, 1989.

Manjul Bhargava, On the Conway-Schneeberger fifteen theorem, Contemp. Math. 272, 27 - 37.

"
NMAG455,P,CZE,"2018","9999","Zkouška bude ústní s 30-60 minutami na přípravu jedné nebo dvou otázek, odpovídajících probrané látce na přednáškách."
NMAG455,S,ENG,"2018","9999","Basic notions: equivalence of quadratic forms, determinant, associated matrix and lattice, reduction of forms
Ternary forms, 3- and 4-square theorems, universal diagonal forms, 15 theorem
Binary forms: composition and form class group, genus theory 
Isomorphism of ideal and form class groups
Hilbert class field and primes of the form x^2+ny^2

"
NMAG458,A,CZE,"2019","9999","Výběrový kurz o využití algebraických a kombinatorických metod k rozpoznávání uzlů.
"
NMAG458,L,CZE,"2023","9999","Kunio Murasugi, Knot Theory and Its Applications, Birkhauser 1996

Andrei Sossinsky, Knots, Links and Their Invariants, AMS 2023.

Weiping Li,  Lecture Notes on Knot Invariants, World Scientific 2015

Colin Adams, The knot book, Amer. Math. Soc., 2004.
"
NMAG458,L,ENG,"2023","9999","Kunio Murasugi, Knot Theory and Its Applications, Birkhauser 1996

Andrei Sossinsky, Knots, Links and Their Invariants, AMS 2023.

Weiping Li,  Lecture Notes on Knot Invariants, World Scientific 2015

Colin Adams, The knot book, Amer. Math. Soc., 2004.
"
NMAG458,P,CZE,"2020","9999","Ústní zkouška bude pokrývat materiál probraný v kurzu. Podrobně viz web kurzu."
NMAG458,P,ENG,"2020","9999","Oral exam will test topics covered by the course. For details, see the website."
NMAG458,S,CZE,"2023","9999","Reidemeistrovy pohyby, základní invarianty, barvení uzlů. 
Seifertovy plochy a Alexanderův polynom. 
Skeinové relace, Conwayův a Jonesův polynom.
Copánkové grupy."
NMAG458,S,ENG,"2023","9999","Fundamental concepts of knot theory: equivalence, Reidemeister moves, basic invariants.
Coloring invariants.
Seifert surfaces, Alexander polynomial.
Skein relations, Conway and Jones polynomial.
Braid groups.
Vassiliev invariants.

"
NMAG458,V,CZE,"2020","9999","Základy obecné algebry.
"
NMAG458,V,ENG,"2020","9999","Basics of general algebra.
"
NMAG462,A,CZE,"2019","9999","Modulární formy a L-funkce jsou centrálními objekty v moderní teorii čísel, které hrály důležitou roli v důkazu velké 
Fermatovy věty. Jde o jisté komplexní funkce kódující zajímavé číselně-teoretické informace, např. o rozložení 
prvočísel, nebo počty řešení diofantických rovnic. Přednáška pokryje jejich základní vlastnosti a některé z aplikací 
za kombinace analytických a algebraických metod. Konkrétní volba probraných témat bude záviset na zájmu 
posluchačů.
Předmět nemusí být vyučován každý rok, je vyučován alespoň jednou za dva roky.
"
NMAG462,A,ENG,"2019","9999","Modular forms and L-functions are central objects in modern number theory,
which played an important role in the proof of Fermat's Last Theorem. They
are certain complex functions encoding information of number-theoretic
interest, e.g., about the distribution of prime numbers, or numbers of
solutions of diophantine equations. Combining analytic and algebraic
methods, the course will cover their basic properties and some
applications. Specific choice of topics will depend on the interests of
participants.
The course may not be taught every academic year.
"
NMAG462,P,ENG,"2019","9999","Students have to pass final oral exam. The requirements for the exam correspond to what has been done during lectures."
NMAG469,A,CZE,"2022","9999","Ve strojovém učení se rozvíjí matematické metody pro modelování datových struktur, které vyjadřují závislost mezi 
pozorovatelnými, a navrhují efektivní učící algoritmy pro odhady této závislosti. Nejpokročilejší část strojového učení 
je statistická teorie učení, která bere v potaz naši neúplnou znalost pozorovatelných, s užitím teorie 
pravděpodobnosti, nebo raději teorie míry a funkcionální analýzy. Takto můžeme nejen odhalovat skrytou strukturu 
dat, ale také vytvářet predikce pro budoucnost.
"
NMAG469,A,ENG,"2022","9999","In Machine Learning one develops mathematical methods for modeling data structures, which express 
dependency between observables, and designs efficient learning algorithms for estimation of such dependency.   
The most advanced part of Machine Learning is statistical learning theory that takes into account our incomplete    
information of observables, using probability theory, or preferably, using measure theory and functional analysis. In 
this way we not only unveil hidden structure of data but also make a prediction for the future.
"
NMAG469,E,CZE,"2020","9999","1. Účast na přednáškách je nutným předpokladem složení zkoušky.
2. Skladba otázek odpovídá obsahem a rozsahem přednášce. 
3. Známka je udělena s přihlédnutím k aktivitě na přednáškách.
"
NMAG469,E,ENG,"2020","9999","1. Getting involved is a prerequisite for  participate in the exam. 

2. Questions  in  the  exam correspond to the syllabus of the subject to the extent it was presented  at the lecture.
Alternatively, students can  choose a term paper  assignment.

3. The final mark   takes account for an active participation in the lecture.
"
NMAG469,S,ENG,"2020","9999","1. Statistical models of  machine  learning.
2. Supervised learning, unsupervised  learning.
3. Generalization ability  of machine learning.
4. Neural networks and deep  learning.
5. Bayesian machine  learning  and  Bayesian networks."
NMAG472,A,CZE,"2024","9999","Algebraická teorie čísel se zabývá strukturou číselných těles a tvoří základ pro většinu pokročilejších oblastí teorie 
čísel. Během přednášky vybudujeme její hlavní nástroje, které se týkají zejména celistvých prvků, prvoideálů, grupy 
tříd ideálů a grupy jednotek, a bohatě je ilustrujeme na příkladech.
"
NMAG472,A,ENG,"2024","9999","Algebraic number theory studies the structure of number fields and forms the basis for most of advanced areas of 
number theory. In the course we will develop its main tools that are connected to algebraic integers, prime ideals, 
ideal class group, and unit group, and we will richly illustrate them by examples.
"
NMAG472,L,CZE,"2024","9999","Daniel A. Marcus, Number Fields, Universitext, 2018.

James A. Milne, Algebraic Number Theory, online.

Serge Lang, Algebraic Number Theory, GTM 110, 1994.

H. Cohen, A course in computational algebraic number theory, Springer-Verlag, Berlin 1996.

A. Frőhlich, M. J. Taylor, Algebraic number theory, Cambridge University Press, Cambridge 1991.
"
NMAG472,L,ENG,"2024","9999","Daniel A. Marcus, Number Fields, Universitext, 2018.

James A. Milne, Algebraic Number Theory, online.

Serge Lang, Algebraic Number Theory, GTM 110, 1994.

H. Cohen, A course in computational algebraic number theory, Springer-Verlag, Berlin 1996.

A. Frőhlich, M. J. Taylor, Algebraic number theory, Cambridge University Press, Cambridge 1991.
"
NMAG472,P,ENG,"2024","9999","There will be an oral exam with questions corresponding to the material covered in the course. See course website for more information."
NMAG472,S,CZE,"2024","9999","Opakování základních pojmů

Celistvé prvky

Norma, stopa, diskriminant

Rozklady prvočísel, větvení a štěpení

Geometrie čísel, Minkowského odhad

Konečnost třídové grupy

Dirichletova věta o jednotkách
"
NMAG472,S,ENG,"2024","9999","Review of basic notions

Algebraic integers

Norm, trace, discriminant

Prime factorization, ramification and splitting

Geometry of numbers, Minkowski bound

Finiteness of class group

Dirichlet unit theorem
"
NMAG573,L,CZE,"2013","9999","[1] L. Barto, M. Kozik: Constraint Satisfaction Problems of Bounded Width. manuscript, 2009.

[2] L. Barto, M. Kozik, T. Niven: Graphs, polymorphisms and the complexity of homomorphism problems. In STOC'08: Proceedings of the 40th annual ACM symposium on Theory of computing, pages 789-796, New York, NY, USA, 2008.

[3] A. Bulatov: Tractable conservative constraint satisfaction problems. In LICS 03: Proceedings of the 18th Annual IEEE Symposium on Logic in Computer Science, page 321, Washington, DC, USA, 2003. IEEE Computer Society.

[4] A. Bulatov: A dichotomy theorem for constraint satisfaction problems on a 3-element set. J. ACM, 53(1):66-120, 2006.

[5] A. Bulatov, A. Krokhin, P. Jeavons: Constraint satisfaction problems and finite algebras. In: Proc. 27th International Colloquium on Automata, Languages and Programming, ICALP'00. Volume 1853 of LNCS, Springer-Verlag (2000) 272-282.

[6] T. Feder, M.Y. Vardi: The computational structure of monotonie monadic SNP and constraint satisfaction: a study through Datalog and group theory. SIAM J. Computing, 28 (1), 1998, 57-104.

[7] P. Idziak, P. Markovic, R. McKenzie, M. Valeriote, and R. Willard: Tractability and learnability arising from algebras with few subpowers, pp. 213-224, 22nd Annual IEEE Symposium on Logic in Computer Science (LICS 2007), 2007

[8] B. Larose, L. Zádori: Bounded width problems and algebras. Algebra Universalis 56 (3-4), 2007, 439-466.

"
NMAG662,A,CZE,"2018","9999","Představíme některé výsledky kvantové teorie pole (a také fyziky pevných látek) dosažené topologickými 
metodami. Určeno studentům matematiky, kteří se chtějí seznámit s kvantovou teorií pole, a studentům fyziky 
zajímajícím se o topologii a jeji aplikace.
"
NMAG662,A,ENG,"2018","9999","We introduce some results of quantum field theory (and solid state physics) achieved by topological methods.
The course is aimed at students of mathematics interested in QFT and students of physics interested in topology 
and their applications.
"
NMAG662,E,ENG,"2019","9999","It is probable that a large part of the exams or 
credits could take place in a distance form. It depends on a development 
of the situation and we will inform you about the changes immediately"
NMAG662,L,ENG,"2018","9999","R. Dijkgraaf, Perturbative Topological Field Theory, http://adsabs.harvard.edu/abs/1994stgt.conf..189D"
NMAG662,P,ENG,"2019","9999","The most iportant themes of the subject will be subject of on-line discussions."
NMAI038,A,CZE,"1348","9999","Úvod do algebraické teorie opravující chyby. Součástí přednášky je
vybudování základů teorie konečných těles a polynomů nad nimi. Přednáška
je zaměřena jak na obecné teoretické základy kódování, tak na podrobnější
studium některých základních typů kódů a jejich dekódování. Přednáška
společně s M145.
"
NMAI038,L,CZE,"1348","9999","L. Bican, T. Kepka a P. Němec, Úvod do teorie konečných těles a lineárních kódů, SPN Praha, 1982 

L. Procházka a kol., Algebra, Academia Praha,1990 
"
NMAI044,A,ENG,"1348","9999","Continuation of MAI043 (determinants, eigenvalues, other more
advanced concepts, examples of applications of linear algebra 
in other fields of mathematics and in computer science).
"
