"POVINN","PNAZEV","PANAZEV","VPLATIOD","VPLATIDO","PFAKULTA","PGARANT","PVYUCOVAN","VSEMZAC","VSEMPOC","PVYJAZYK","VROZSAHPR1","VROZSAHCV1","VROZSAHPR2","VROZSAHCV2","VRVCEM","VTYP","VEBODY","VUCIT1","VUCIT2","VUCIT3","PPOCMIN","PPOCMAX"
NFPL088,Metody statistické fyziky,Methods of Statistical Physics,"2017","2020","11320","32-KFKL",V,"1","1",ENG,"2","1",,,HT,*,3,"12180","11635",,,
NFPL088,Metody statistické fyziky,Methods of Statistical Physics,"2021","2022","11320","32-KFKL",V,"1","1",ENG,"2","1",,,HT,*,3,"60812","11635",,,
NFPL088,Metody statistické fyziky,Methods of Statistical Physics,"2023","2023","11320","32-KFKL",V,"1","1",ENG,"2","1",,,HT,*,3,"60812","11635","76971",,
NFPL088,Metody statistické fyziky,Methods of Statistical Physics,"2024","9999","11320","32-KFKL",V,"1","1",ENG,"2","1",,,HT,*,3,"76971","11635",,,
NFPL199,Fyzikální metody studia nanostruktur,Physical Methods in Nanostructure Studies,"2017","9999","11320","32-KFM",V,"2","1",CZE,"2","0",,,HT,K,3,"11543","10850",,,
NFPL211,Mechanické vlastnosti materiálů,Mechanical Properties of Materials,"2019","2020","11320","32-KFM",N,"1","1",CZE,"2","1",,,HT,*,4,"18969","39246","11408",,
NFPL211,Mechanické vlastnosti materiálů,Mechanical Properties of Materials,"2021","9999","11320","32-KFM",V,"1","1",CZE,"2","1",,,HT,*,4,"18969","39246","11408",,
NFPL242,Automatizace ve fyzice,Automation in physics,"2023","9999","11320","32-KFKL",V,"1","1",CZE,"1","2",,,HT,F,4,"19757",,,,
NFUF106,Matematické metody ve fyzice,Mathematical Methods in Physics,"2020","2020","11320","32-KDF",V,"2","1",CZE,"2","2",,,HT,*,4,"11034",,,,
NFUF106,Matematické metody ve fyzice,Mathematical Methods in Physics,"2021","2021","11320","32-KDF",V,"2","1",CZE,"2","2",,,HT,*,4,"11034","13827",,,
NFUF106,Matematické metody ve fyzice,Mathematical Methods in Physics,"2022","9999","11320","32-KDF",V,"2","1",CZE,"2","2",,,HT,*,4,"11034","13827",,,
NFUF405,Jaderná a částicová fyzika,Nuclear and Particle Physics,"2020","2020","11320","32-KDF",V,"2","1",CZE,"2","0",,,HT,K,3,"11220",,,,
NFUF405,Jaderná a částicová fyzika,Nuclear and Particle Physics,"2021","2022","11320","32-KDF",V,"2","1",CZE,"2","0",,,HT,K,3,"11220","11327","19736",,
NFUF405,Jaderná a částicová fyzika,Nuclear and Particle Physics,"2023","9999","11320","32-KDF",V,"2","1",CZE,"2","1",,,HT,K,3,"11220","11327","19736",,
NFUF702,Vybrané partie ze základů elektrotechniky pro budoucí učitele fyziky,Selected parts from the basics of electrical engineering for future physics teachers,"2020","9999","11320","32-KDF",V,"1","1",CZE,"2","0",,,HT,K,2,"11221",,,,
NFUF814,Teoretická mechanika,Theoretical Mechanics,"2021","9999","11320","32-KDF",V,"1","1",CZE,"0","2",,,HT,Z,3,"13827","11034","11846",,
NFUF829,Seminář z kvantové fyziky pro učitele,Seminar on quantum physics for teachers,"2021","2022","11320","32-KDF",V,"3","1",CZE,"0","2",,,HT,Z,3,"11075",,,,
NFUF829,Seminář z kvantové fyziky pro učitele,Seminar on quantum physics for teachers,"2023","2023","11320","32-KDF",V,"3","1",CZE,"0","2",,,HT,Z,3,"11075",,,,
NFUF829,Seminář z kvantové fyziky pro učitele,Seminar on quantum physics for teachers,"2024","9999","11320","32-KDF",N,"3","1",CZE,"0","2",,,HT,Z,3,"11075",,,,
NGEO003,Seismologie,Seismology,"2013","9999","11320","32-KG",Z,"3","1",,"2","2",,,HT,*,6,"12364",,,,
NGEO071,Seismický seminář II,Seminar on Seismology II,"2004","9999","11320","32-KG",Z,"1","2",,"0","2","0","2",HT,ZZ,6,"12364",,,,
NGEO080,Geomagnetismus a geoelektřina,Geomagnetism and Geoelectricity,"2020","9999","11320","32-KG",V,"1","1",CZE,"3","1",,,HT,*,6,"11400",,,,
NHII046,Úvod do infinitezimálního kalkulu,Introduction to Infinitesimal Calculus,"1348","9999","11320","32-KTIML",Z,"2","1",,"2","0",,,HT,K,3,,,,,
NHIM050,"Dynamické systémy, automaty a gramatiky","Dynamical Systems, Automata and Grammars","1348","9999","11320","32-KTIML",Z,"1","2",,"0","2","0","2",HT,ZZ,6,,,,,
NHIM057,Speciální relace ve svazech,Special Relations in Lattices,"1348","9999","11320","32-KA",Z,"2","1",,"2","0",,,HT,K,3,,,,,
NHIM090,Pojistná matematika a demografie,Actuarial Mathematics and Demography,"1348","9999","11320","32-KPMS",Z,"1","1",,"4","0",,,HT,K,6,,,,,
NHIO032,Základy matematického myšlení,Fundamentals of Mathematical Thinking,"1348","9999","11320","32-KTIML",Z,"1","2",,"2","0","2","0",HT,KK,6,,,,,
NHIO034,Dějiny filozofie II,History of Philosophy II,"1348","9999","11320","32-KTIML",Z,"1","2",,"2","0","2","0",HT,KK,6,,,,,
NHIO036,Člověk v rytmu času,Man in the Rhythm of Time,"1348","9999","11320","32-KTIML",Z,"2","1",,"2","0",,,HT,K,3,,,,,
NJAZ070,Anglický jazyk pro středně pokročilé I,English for Upper-Intermediate Students I,"2019","2023","11320","32-KJP",V,"1","1",ENG,"0","2",,,HT,Z,1,"12390",,,,
NJAZ070,Anglický jazyk pro středně pokročilé I,English for Upper-Intermediate Students I,"2024","9999","11320","32-KJP",V,"1","1",ENG,"0","2",,,HT,Z,1,"58753",,,,
NJAZ072,Anglický jazyk pro středně pokročilé II,English for Upper-Intermediate Students II,"2019","2023","11320","32-KJP",V,"2","1",ENG,"0","2",,,HT,Z,1,"12390",,,,
NJAZ072,Anglický jazyk pro středně pokročilé II,English for Upper-Intermediate Students II,"2024","9999","11320","32-KJP",V,"2","1",ENG,"0","2",,,HT,Z,1,"58753",,,,
NJAZ074,Anglický jazyk pro středně pokročilé III,English for Upper-Intermediate Students III,"2019","2023","11320","32-KJP",V,"1","1",ENG,"0","2",,,HT,Z,1,"12390",,,,
NJAZ074,Anglický jazyk pro středně pokročilé III,English for Upper-Intermediate Students III,"2024","9999","11320","32-KJP",V,"1","1",ENG,"0","2",,,HT,Z,1,"58753",,,,
NJAZ091,Anglický jazyk,English Language,"2019","2020","11320","32-KJP",V,"3","1",ENG,"0","0",,,HT,K,1,"12390",,,,
NJAZ091,Anglický jazyk,English Language,"2021","2021","11320","32-KJP",V,"3","1",ENG,"0","0",,,HT,K,1,"12390",,,,
NJAZ091,Anglický jazyk - zkouška pro bakaláře,English Language - examination,"2022","2023","11320","32-KJP",V,"3","1",ENG,"0","0",,,HT,K,1,"12390",,,,
NJAZ091,Anglický jazyk - zkouška pro bakaláře,English Language - examination,"2024","9999","11320","32-KJP",V,"3","1",ENG,"0","0",,,HT,K,1,"58753",,,,
NJAZ100,Český jazyk pro mírně pokročilé II,Czech for Pre-intermediate Students II,"2018","2021","11320","32-KJP",V,"2","1",CZE,"0","2",,,HT,Z,3,"12390",,,,
NJAZ100,Český jazyk pro mírně pokročilé II,Czech for Pre-intermediate Students II,"2022","2023","11320","32-KJP",V,"2","1",CZE,"0","2",,,HT,Z,3,"12390",,,,
NJAZ100,Český jazyk pro mírně pokročilé II,Czech for Pre-intermediate Students II,"2024","9999","11320","32-KJP",V,"2","1",CZE,"0","2",,,HT,Z,3,"68968",,,,
NJAZ176,Anglický jazyk pro pokročilé IV,English for Advanced Students IV,"2019","2023","11320","32-KJP",V,"2","1",ENG,"0","2",,,HT,Z,1,"12390",,,,
NJAZ176,Anglický jazyk pro pokročilé IV,English for Advanced Students IV,"2024","9999","11320","32-KJP",V,"2","1",ENG,"0","2",,,HT,Z,1,"58753",,,,
NJAZ210,Anglický jazyk pro velmi pokročilé I,English for Proficient Students I,"2025","9999","11320","32-KJP",V,"1","1",ENG,"0","2",,,HT,Z,1,"58753",,,,
NJSF008,Biologické účinky ionizujícího záření,Biological Effects of Ionizing Radiation,"2015","2021","11320","32-UCJF",V,"2","1",,"2","0",,,HT,K,3,"70769",,,,
NJSF008,Biologické účinky ionizujícího záření,Biological Effects of Ionizing Radiation,"2022","9999","11320","32-UCJF",V,"2","1",CZE,"2","0",,,HT,K,3,"70769",,,,
NJSF068,Kvantová teorie pole I,Quantum Field Theory I,"2020","2020","11320","32-UCJF",N,"1","1",CZE,"4","2",,,HT,*,9,"11568",,,,
NJSF068,Kvantová teorie pole I,Quantum Field Theory I,"2021","2021","11320","32-UCJF",V,"1","1",CZE,"4","2",,,HT,*,9,"11568",,,,
NJSF068,Kvantová teorie pole I,Quantum Field Theory I,"2022","2022","11320","32-UCJF",N,"1","1",CZE,"4","2",,,HT,*,9,"11568",,,,
NJSF068,Kvantová teorie pole I,Quantum Field Theory I,"2023","2023","11320","32-UCJF",V,"1","1",CZE,"4","2",,,HT,*,9,"11568",,,,
NJSF068,Kvantová teorie pole I,Quantum Field Theory I,"2024","9999","11320","32-UCJF",N,"1","1",CZE,"4","2",,,HT,*,9,"11568",,,,
NJSF079,Kvantová teorie pole III,Quantum Field Theory III,"2020","2020","11320","32-UCJF",V,"1","1",CZE,"4","2",,,HT,*,9,"11568",,,,
NJSF079,Kvantová teorie pole III,Quantum Field Theory III,"2021","2021","11320","32-UCJF",N,"1","1",CZE,"4","2",,,HT,*,9,"11568",,,,
NJSF079,Kvantová teorie pole III,Quantum Field Theory III,"2022","2023","11320","32-UCJF",V,"1","1",CZE,"4","2",,,HT,*,9,"11568",,,,
NJSF079,Kvantová teorie pole III,Quantum Field Theory III,"2024","9999","11320","32-UCJF",V,"1","1",CZE,"2","2",,,HT,*,6,"11568",,,,
NJSF096,Jaderná magnetická rezonance biomolekul a makromolekulárních systémů,Nuclear Magnetic Resonance of Biomolecules and Macromolecular Systems,"2001","9999","11320","32-KFNT",Z,"1","1",,"2","0",,,HT,K,3,"11438",,,,
NJSF131,Difrakce v částicové fyzice,Diffraction in particle physics,"2015","9999","11320","32-UCJF",V,"1","1",CZE,"2","1",,,HT,K,4,"11453",,,,
NLTM005,Topologická dynamika,Topological Dynamics,"2015","9999","11320","32-KTIML",Z,"2","1",CZE,"2","0",,,HT,K,3,"47433",,,,
NMAA038,Plošný integrál,Surface Integral,"2003","9999","11320","32-KMA",Z,"1","1",,"2","2",,,HT,*,6,,,,,
NMAA083,Kalkulus IIa - online verze,Calculus IIa - online version,"2011","9999","11320","32-KMA",Z,"1","1",,"0","2",,,HT,Z,3,,,,,
NMAG331,Matematická logika,Mathematical Logic,"2020","2020","11320","32-KA",N,"1","1",CZE,"2","0",,,HT,K,3,"11465",,,,
NMAG331,Matematická logika,Mathematical Logic,"2021","2021","11320","32-KA",V,"1","1",CZE,"2","0",,,HT,K,3,"12463",,,,
NMAG331,Matematická logika,Mathematical Logic,"2022","2022","11320","32-KA",V,"1","1",CZE,"2","0",,,HT,K,3,"13176",,,,
NMAG331,Matematická logika,Mathematical Logic,"2023","2023","11320","32-KA",V,"1","1",CZE,"2","0",,,HT,K,3,"13176",,,,
NMAG331,Matematická logika,Mathematical Logic,"2024","9999","11320","32-KA",V,"1","1",CZE,"2","0",,,HT,K,3,"13176",,,,
NMAG438,Reprezentace grup 1,Group Representations 1,"2020","2020","11320","32-KA",V,"2","1",ENG,"2","2",,,HT,*,5,"12129",,,,
NMAG438,Reprezentace grup 1,Group Representations 1,"2021","2022","11320","32-KA",V,"2","1",ENG,"2","2",,,HT,*,5,"12129",,,,
NMAG438,Reprezentace grup 1,Group Representations 1,"2023","2023","11320","32-KA",V,"2","1",ENG,"2","2",,,HT,*,5,"11465",,,,
NMAG438,Reprezentace grup 1,Group Representations 1,"2024","9999","11320","32-KA",V,"2","1",ENG,"2","2",,,HT,*,5,"12130","16395",,,
NMAG473,Modulární formy a L-funkce II,Modular forms and L-functions II,"2020","2020","11320","32-KA",N,"2","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG473,Modulární formy a L-funkce II,Modular forms and L-functions II,"2021","2021","11320","32-KA",V,"2","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG473,Modulární formy a L-funkce II,Modular forms and L-functions II,"2022","2022","11320","32-KA",N,"2","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG473,Modulární formy a L-funkce II,Modular forms and L-functions II,"2023","2023","11320","32-KA",V,"2","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG473,Modulární formy a L-funkce II,Modular forms and L-functions II,"2024","9999","11320","32-KA",N,"2","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG496,Výběrová přednáška z geometrie 1,Geometry Elective 1,"2018","2020","11320","32-MUUK",N,"1","1",ENG,"2","0",,,HT,K,3,,,,,
NMAG496,Výběrová přednáška z geometrie 1,Geometry Elective 1,"2021","2021","11320","32-MUUK",V,"1","1",ENG,"2","0",,,HT,K,3,"78965",,,,
NMAG496,Výběrová přednáška z geometrie 1,Geometry Elective 1,"2022","2023","11320","32-MUUK",N,"1","1",ENG,"2","0",,,HT,K,3,"78965",,,,
NMAG496,Výběrová přednáška z geometrie 1,Geometry Elective 1,"2024","9999","11320","32-MUUK",V,"1","1",ENG,"2","0",,,HT,K,3,"96636",,,,
NMAG531,Aproximace modulů,Approximations of Modules,"2020","2020","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"12673",,,,
NMAG531,Aproximace modulů,Approximations of Modules,"2021","9999","11320","32-KA",V,"2","1",ENG,"2","0",,,HT,K,3,"12673",,,,
NMAG662,Kvantová teorie pole a topologie,Quantum field theory and topology,"2020","2021","11320","32-MUUK",N,"2","1",CZE,"2","0",,,HT,K,3,"23705",,,,
NMAG662,Kvantová teorie pole a topologie,Quantum field theory and topology,"2022","2022","11320","32-MUUK",V,"1","1",CZE,"2","0",,,HT,K,3,"23705",,,,
NMAG662,Kvantová teorie pole a topologie,Quantum field theory and topology,"2023","2023","11320","32-MUUK",N,"1","1",CZE,"2","0",,,HT,K,3,"23705",,,,
NMAG662,Kvantová teorie pole a topologie,Quantum field theory and topology,"2024","9999","11320","32-MUUK",V,"1","1",CZE,"2","2",,,HT,*,4,"23705",,,,
NMAI053,Teorie matic II,Matrix Theory II,"2004","9999","11320","32-KAM",Z,"2","1",,"2","2",,,HT,*,6,"11763",,,,
NMAI054,Matematická analýza 1,Mathematical Analysis 1,"2020","9999","11320","32-KAM",V,"2","1",CZE,"2","2",,,HT,*,5,"12486","10734",,,
NMAI055,Matematická analýza 2,Mathematical Analysis 2,"2020","2022","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"12486","10734",,,
NMAI055,Matematická analýza 2,Mathematical Analysis 2,"2023","9999","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"12486","10734",,,
NMAI057,Lineární algebra 1,Linear Algebra 1,"2020","2021","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"11291","13014",,,
NMAI057,Lineární algebra 1,Linear Algebra 1,"2022","2023","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"11291","13014",,,
NMAI057,Lineární algebra 1,Linear Algebra 1,"2024","9999","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"11291","13014",,,
NMAI058,Lineární algebra 2,Linear Algebra 2,"2019","9999","11320","32-KAM",V,"2","1",CZE,"2","2",,,HT,*,5,"11291","13014",,,
NMAI059,Pravděpodobnost a statistika 1,Probability and Statistics 1,"2020","2020","11320","32-IUUK",V,"3","1",CZE,"2","2",,,HT,*,5,"10734",,,,
NMAI059,Pravděpodobnost a statistika 1,Probability and Statistics 1,"2021","2022","11320","32-IUUK",V,"2","1",CZE,"2","2",,,HT,*,5,"10734",,,,
NMAI059,Pravděpodobnost a statistika 1,Probability and Statistics 1,"2023","9999","11320","32-IUUK",V,"2","1",CZE,"2","2",,,HT,*,5,"10734","78699",,,
NMAI060,Pravděpodobnostní metody,Probabilistic Methods,"2016","2021","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"11626",,,,
NMAI060,Pravděpodobnostní metody,Probabilistic Methods,"2022","2022","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"11626","68435",,,
NMAI060,Pravděpodobnostní metody,Probabilistic Methods,"2023","9999","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"11626",,,,
NMAI069,Matematické dovednosti,Mathematical skills,"2020","9999","11320","32-KAM",V,"1","1",CZE,"0","2",,,HT,Z,2,"16918","11306",,,
NMAL430,Latinské čtverce a neasociativní struktury,Latin Squares and Nonassociative Structures,"2020","2020","11320","32-KA",V,"2","1",CZE,"2","0",,,HT,K,3,"12700",,,,
NMAL430,Latinské čtverce a neasociativní struktury,Latin Squares and Nonassociative Structures,"2021","2021","11320","32-KA",V,"2","1",CZE,"2","0",,,HT,K,3,"12700",,,,
NMAL430,Latinské čtverce a neasociativní struktury,Latin Squares and Nonassociative Structures,"2022","2022","11320","32-KA",N,"2","1",CZE,"2","0",,,HT,K,3,"12700",,,,
NMAL430,Latinské čtverce a neasociativní struktury,Latin Squares and Nonassociative Structures,"2023","2023","11320","32-KA",V,"2","1",CZE,"2","0",,,HT,K,3,"12700",,,,
NMAL430,Latinské čtverce a neasociativní struktury,Latin Squares and Nonassociative Structures,"2024","9999","11320","32-KA",N,"2","1",CZE,"2","0",,,HT,K,3,"12700",,,,
NMAT019,Teorie čísel,Number Theory,"2003","9999","11320","32-KMA",Z,"1","1",,"2","0",,,HT,K,3,,,,,
NMAT100,Matematické problémy nematematiků,Mathematical problems of non-mathematicians,"2020","2021","11320","32-KNM",V,"3","1",CZE,"0","1",,,HT,Z,1,"55445","11668",,,
NMAT100,Matematické problémy nematematiků,Mathematical problems of non-mathematicians,"2022","9999","11320","32-KNM",V,"3","1",CZE,"0","1",,,HT,Z,1,"55445","11668",,,
NMAT362,Referativní seminář k bakalářské práci,Seminar for bachelor thesis,"2019","2020","11320","32-KMA",V,"2","1",CZE,"0","2",,,HT,Z,4,"12495",,,,
NMAT362,Referativní seminář k bakalářské práci,Seminar for bachelor thesis,"2021","2022","11320","32-KMA",V,"2","1",CZE,"0","2",,,HT,Z,4,"12495",,,,
NMAT362,Referativní seminář k bakalářské práci,Seminar for bachelor thesis,"2023","2023","11320","32-KMA",V,"2","1",CZE,"0","2",,,HT,Z,4,"11572",,,,
NMAT362,Referativní seminář k bakalářské práci,Seminar for bachelor thesis,"2024","9999","11320","32-KNM",V,"2","1",CZE,"0","2",,,HT,Z,4,"11668",,,,
NMAX055,Matematická analýza 2,Mathematical Analysis 2,"2020","9999","11320","32-KAM",Z,"1","1",CZE,"2","2",,,HT,*,6,"12486","10734",,,
NMAX059,Pravděpodobnost a statistika 1,Probability and Statistics 1,"2020","9999","11320","32-STUD",V,"3","1",CZE,"2","2",,,HT,*,6,"10734",,,,
NMET502,Matematické modelování dějů v atmosféře,Mathematical Modelling of Atmospheric Processes,"2016","2021","11320","32-KFA",V,"1","1",CZE,"2","0",,,HT,K,3,"12393",,,,
NMET502,Matematické modelování dějů v atmosféře,Mathematical Modelling of Atmospheric Processes,"2022","9999","11320","32-KFA",N,"1","1",CZE,"2","0",,,HT,K,3,"12811",,,,
NMFM305,Pojišťovací právo,Insurance Law,"2020","2022","11320","32-KPMS",V,"1","1",CZE,"2","0",,,HT,K,3,"23009",,,,
NMFM305,Pojišťovací právo,Insurance Law,"2023","9999","11320","32-KPMS",V,"1","1",CZE,"2","0",,,HT,K,3,"23009",,,,
NMFM507,Pokročilé partie finančního managementu,Advanced Topics of Financial Management,"2020","2021","11320","32-KPMS",V,"1","1",CZE,"2","0",,,HT,K,2,"11561",,,,
NMFM507,Pokročilé partie finančního managementu,Advanced Topics of Financial Management,"2022","2022","11320","32-KPMS",V,"1","1",CZE,"2","0",,,HT,K,2,"11561",,,,
NMFM507,Pokročilé partie finančního managementu,Advanced Topics of Financial Management,"2023","9999","11320","32-KPMS",N,"1","1",CZE,"2","0",,,HT,K,2,"11561",,,,
NMFP407,Matematika životního pojištění 1,Mathematics of Life Insurance 1,"2022","2022","11320","32-KPMS",V,"1","1",ENG,"2","2",,,HT,*,5,"12382","11888",,,
NMFP407,Matematika životního pojištění 1,Mathematics of Life Insurance 1,"2023","2023","11320","32-KPMS",V,"1","1",ENG,"2","2",,,HT,*,5,"12382","11888",,,
NMFP407,Matematika životního pojištění 1,Mathematics of Life Insurance 1,"2024","9999","11320","32-KPMS",V,"1","1",ENG,"2","2",,,HT,*,5,"12382",,,,
NMFP531,Teorie rizika 2,Risk Theory 2,"2022","2022","11320","32-KPMS",N,"1","1",CZE,"2","1",,,HT,*,4,"11380",,,,
NMFP531,Teorie rizika 2,Risk Theory 2,"2023","2023","11320","32-KPMS",V,"1","1",ENG,"2","1",,,HT,*,4,"11380","11888",,,
NMFP531,Teorie rizika 2,Risk Theory 2,"2024","9999","11320","32-KPMS",V,"1","1",CZE,"2","1",,,HT,*,4,"11380",,,,
NMFP533,Analýza investic,Investment Analysis,"2022","2023","11320","32-KPMS",V,"1","1",CZE,"2","2",,,HT,*,5,"12098","28547",,,
NMFP533,Analýza investic,Investment Analysis,"2024","9999","11320","32-KPMS",V,"1","1",CZE,"2","2",,,HT,*,5,"12098",,,,
NMMA101,Matematická analýza 1,Mathematical Analysis 1,"2020","2020","11320","32-KMA",V,"1","1",CZE,"4","4",,,HT,*,10,"11583",,,,
NMMA101,Matematická analýza 1,Mathematical Analysis 1,"2021","2021","11320","32-KMA",V,"1","1",CZE,"4","4",,,HT,*,10,"11466",,,,
NMMA101,Matematická analýza 1,Mathematical Analysis 1,"2022","2022","11320","32-KMA",V,"1","1",CZE,"4","4",,,HT,*,10,"11491",,,,
NMMA101,Matematická analýza 1,Mathematical Analysis 1,"2023","2023","11320","32-KMA",V,"1","1",CZE,"4","4",,,HT,*,10,"11583",,,,
NMMA101,Matematická analýza 1,Mathematical Analysis 1,"2024","9999","11320","32-KMA",V,"1","1",CZE,"4","4",,,HT,*,10,"11491",,,,
NMMA162,Proseminář z Matematické analýzy,Proseminar on Mathematical Analysis,"2020","2021","11320","32-KMA",V,"2","1",CZE,"0","2",,,HT,Z,2,"35909",,,,
NMMA162,Proseminář z Matematické analýzy,Proseminar on Mathematical Analysis,"2022","2022","11320","32-KMA",V,"2","1",CZE,"0","2",,,HT,Z,2,"12972",,,,
NMMA162,Proseminář z Matematické analýzy,Proseminar on Mathematical Analysis,"2023","2023","11320","32-KMA",V,"2","1",CZE,"0","2",,,HT,Z,2,"16543",,,,
NMMA162,Proseminář z Matematické analýzy,Proseminar on Mathematical Analysis,"2024","9999","11320","32-KMA",V,"2","1",CZE,"0","2",,,HT,Z,2,"35909",,,,
NMMA221,Kalkulus 2,Calculus 2,"2020","2020","11320","32-KMA",V,"1","1",CZE,"4","2",,,HT,*,8,"22975",,,,
NMMA221,Kalkulus 2,Calculus 2,"2021","2021","11320","32-KMA",V,"1","1",CZE,"4","2",,,HT,*,8,"11772",,,,
NMMA221,Kalkulus 2,Calculus 2,"2022","2022","11320","32-KMA",V,"1","1",CZE,"4","2",,,HT,*,8,"35909",,,,
NMMA221,Kalkulus 2,Calculus 2,"2023","2023","11320","32-KMA",V,"1","1",CZE,"4","2",,,HT,*,8,"11772",,,,
NMMA221,Kalkulus 2,Calculus 2,"2024","9999","11320","32-KMA",V,"1","1",CZE,"4","2",,,HT,*,8,"22975",,,,
NMMA348,Seminář ze základních vlastností prostorů funkcí 2,Seminar on Basic Properties of Function Spaces,"2019","2020","11320","32-KMA",N,"2","1",CZE,"0","2",,,HT,Z,2,"11491",,,,
NMMA348,Seminář ze základních vlastností prostorů funkcí 2,Seminar on Basic Properties of Function Spaces,"2021","2023","11320","32-KMA",V,"2","1",CZE,"0","2",,,HT,Z,2,"11491",,,,
NMMA348,Seminář ze základních vlastností prostorů funkcí 2,Seminar on Basic Properties of Function Spaces,"2024","9999","11320","32-KMA",V,"2","1",CZE,"0","2",,,HT,Z,2,"11491","58634",,,
NMMA363,Topologie kontinua,Topology of a continuum,"2018","2020","11320","32-KMA",V,"2","1",CZE,"2","0",,,HT,K,3,"11772","16543",,,
NMMA363,Topologie kontinua,Topology of a continuum,"2021","9999","11320","32-KMA",V,"2","1",CZE,"2","0",,,HT,K,3,"11772","16543",,,
NMMA410,Komplexní analýza,Complex Analysis,"2022","2022","11320","32-KMA",V,"2","1",CZE,"3","1",,,HT,*,6,"12428",,,,
NMMA410,Komplexní analýza,Complex Analysis,"2023","2023","11320","32-KMA",V,"2","1",CZE,"3","1",,,HT,*,6,"12090",,,,
NMMA410,Komplexní analýza,Complex Analysis,"2024","9999","11320","32-KMA",V,"2","1",CZE,"3","1",,,HT,*,6,"12428",,,,
NMMA498,Výběrová přednáška Matematická analýza 1,Mathematical Analysis Elective 1,"2019","2023","11320","32-KMA",N,"1","1",ENG,"2","0",,,HT,K,3,,,,,
NMMA498,Výběrová přednáška Matematická analýza 1,Mathematical Analysis Elective 1,"2024","9999","11320","32-KMA",V,"1","1",ENG,"2","0",,,HT,K,3,"94516",,,,
NMMA563,Derivace a integrál pro pokročilé 3,Advanced Differentiation and Integration 3,"2020","2020","11320","32-KMA",V,"1","1",CZE,"2","0",,,HT,K,3,"12414",,,,
NMMA563,Derivace a integrál pro pokročilé 3,Advanced Differentiation and Integration 3,"2021","2021","11320","32-KMA",N,"1","1",CZE,"2","0",,,HT,K,3,"12414",,,,
NMMA563,Derivace a integrál pro pokročilé 3,Advanced Differentiation and Integration 3,"2022","2022","11320","32-KMA",V,"1","1",CZE,"2","0",,,HT,K,3,"43666",,,,
NMMA563,Derivace a integrál pro pokročilé 3,Advanced Differentiation and Integration 3,"2023","2023","11320","32-KMA",N,"1","1",CZE,"2","0",,,HT,K,3,"43666",,,,
NMMA563,Derivace a integrál pro pokročilé 3,Advanced Differentiation and Integration 3,"2024","9999","11320","32-KMA",V,"1","1",CZE,"2","0",,,HT,K,3,"43666",,,,
NMMA703,Matematika 3,Mathematics 3,"2020","2020","11320","32-KMA",V,"1","1",CZE,"2","2",,,HT,K,6,"12970",,,,
NMMA703,Matematika 3,Mathematics 3,"2021","9999","11320","32-KMA",N,"1","1",CZE,"2","2",,,HT,K,6,,,,,
NMMB335,Matematická kryptografie a kryptoanalýza I,Mathematical Cryptography and Cryptoanalysis I,"2020","2020","11320","32-KA",N,"1","1",CZE,"2","1",,,HT,*,4,"11842",,,,
NMMB335,Matematická kryptografie a kryptoanalýza I,Mathematical Cryptography and Cryptoanalysis I,"2021","9999","11320","32-KA",V,"1","1",CZE,"2","1",,,HT,*,4,"11842",,,,
NMMB337,Samoopravné kódy,Error-correcting Codes,"2019","2020","11320","32-KA",N,"1","1",CZE,"3","1",,,HT,*,6,"12345",,,,
NMMB337,Samoopravné kódy,Error-correcting Codes,"2021","2021","11320","32-KA",V,"1","1",CZE,"3","1",,,HT,*,6,"12345",,,,
NMMB337,Samoopravné kódy,Error-correcting Codes,"2022","2023","11320","32-KA",V,"1","1",CZE,"3","1",,,HT,*,6,"12345",,,,
NMMB337,Samoopravné kódy,Error-correcting Codes,"2024","9999","11320","32-KA",V,"1","1",CZE,"3","1",,,HT,*,6,"11465",,,,
NMMO402,Termodynamika a mechanika nenewtonovských tekutin,Thermodynamics and Mechanics of Non-Newtonian Fluids,"2020","2020","11320","32-MUUK",V,"2","1",CZE,"2","1",,,HT,*,5,"12850",,,,
NMMO402,Termodynamika a mechanika nenewtonovských tekutin,Thermodynamics and Mechanics of Non-Newtonian Fluids,"2021","2021","11320","32-MUUK",V,"2","1",ENG,"2","1",,,HT,*,5,"12850",,,,
