"POVINN","TYP","JAZYK","TITLE","MEMO","PRAVO"
NFPL012,P,CZE,požadavky ke kontrole studia,"Požadavky zkoušky odpovídají sylabu předmětu v rozsahu, který byl odpřednášen.",ALL
NFPL012,S,CZE,sylabus,"I. Struktura krystalu a nauka o symetrii. 

1. Historie krystalografie a strukturní analýzy. Translační periodicita krystalů. Rovinné a prostorové mříže. Operace symetrie. Hermann-Maguinovy symboly. Základní buňky. Značení rovin a směrů. Transformace os a indexů rovin. Stereografická projekce. Grupy. 

2. Bodové grupy. Krystalografické soustavy. Laueho třídy. Bravaisovy mříže. Reciproká mříž. Brillouinovy zóny. 

3. Prostorové grupy. Ekvivalentní polohy. Maticový zápis operací symetrie. Wyckoffova notace. Mezinárodní krystalografické tabulky. Příklady jednoduchých struktur. 

4. Vliv krystalové symetrie na vlastnosti látek (translace, atomové a molekulové orbitály). Tenzory a anizotropie makroskopických vlastností. Princip Neumannův, Voigtův a Curieův. 

II. Teorie difrakce. 

1. Geometrické principy difrakce. Reciproká mříž. Laueovy difrakční podmínky. Ewaldova konstrukce. 

2. Interakce rtg. záření s hmotou. Absorpce záření v materiálu. Rovinná a kulová vlna. Thompsonův a Comptonův rozptyl. Rozptyl na atomu a souboru atomů. Atomový rozptylový faktor, anomální disperze a anomální absorpce. Zavedení strukturního faktoru. Elektronová hustota a Fourierova transformace. Základní atributy difrakčních maxim (poloha, intenzita, šířka, tvar) podle kinematické teorie difrakce. 

3. Statické a dynamické výchylky, teplotní faktor. Pojem koherenční délky fotonu. Krystaly s konečnými rozměry. 

4. Dynamická teorie difrakce. Vlnová rovnice pro periodické prostředí, 1-vlnná a dvouvlnná aproximace, některé experimentální efekty (Pendellösung, Borrmannuv jev), vlnová pole v difraktujícím krystalu 

5. Srovnání rozptylu rtg záření, neutronů a elektronů 

III. Analýza struktury látek pomocí difrakčních metod. 

1. Zdroje záření, detektory a monochromátory. 

2. Monokrystalové metody. Filmové metody. Orientace krystalů Laueho metodou. Určování prostorových grup - difrakční symbol. Monokrystalové difraktometry. 

3. Fázový problém. Určování struktury krystalů (Pattersonova funkce, metoda těžkého atomu, izomorfní záměna, přímé metody). Studium deformace elektronové hustoty atomů vlivem vazeb. 

4. Prášková difrakce. Informace obsažená v práškovém difraktogramu a jeho zpracování. Různé difrakční geometrie. 

5. Aplikace strukturní analýzy v materiálovém výzkumu: identifikace, fázová analýza, textura, velikost krystalitů, mikroskopická a makroskopická napětí. 

IV. Kinematická teorie difrakce vysokoenergetických elektronů. 

1. Kinematická aproximace. Pružný a nepružný rozptyl. Vlnová délka elektronu. Rozptyl elektronu v potenciálovém poli. Metoda Fresnelovych zón. Amplitudově-fázový diagram. Fázové posunutí rozptylené vlny. Pružný rozptyl na atomu, základní buňce, neporušeném a porušeném krystalu, odchylka od Braggovy polohy. 

2. Interpretace difrakce rychlých elektronů. Difraktogram z monokrystalu a z polykrystalu. Rozdělení intenzity v reciproké mříži, rozměrový a tvarový efekt. Extinkční hloubka. Meze platnosti kinematické aproximace. Kikuchiho linie. 

 V. Analýza poruch krystalové mříže v elektronové mikroskopii. 

1. Vznik kontrastu na ideálním krystalu. Sloupcová aproximace. Intenzita přímého a difraktovaného svazku. Efektivní odchylka od Braggovy polohy. Intenzita difraktovaného svazku v porušeném krystalu. Kontrast na úplných dislokacích, vrstevných chybách, plošných poruchách a precipitátech. Viditelnost a neviditelnost poruch v elektronovém mikroskopu. Reflexní (dvousvazková) poloha. 

2. Konstrukce a vlastnosti elektronového mikroskopu. Vady a vlastnosti magnetických čoček. Korekce vad. Rozlišovací schopnost, hloubka ostrosti. Zobrazení a difrakce v transmisním elektronovém mikroskopu. Světlé a tmavé pole. Difrakce z vybrané plochy. 
",ALL
NFPL012,S,ENG,syllabus,"I. Crystal structure and symmetry. 

1. History of crystallography and structure analysis. Translation periodicity of crystals. Plane and space lattices. Symmetry operations. Hermann-Mauguin symbols. Elementary cells. Notation of directions and planes. Transformation of axes and plane indices. Stereographic projection. Groups. 

2. Point groups. Crystallographic systems. Laue classes. Bravais lattices. Reciprocal lattice. Brillouin zones. 

3. Space groups. Equivalent positions. Matrix description of symmetry operations. Wyckoff notation. International tables of crystallography. Examples of simple structures. 

4. Influence of crystal symmetry on properties of compounds. Tensors and anisotropy of macroscopic properties. Neumann principle. Voigt principle. Curie principle. 

II. Diffraction theory. 

1. Geometric principles of diffraction. Reciprocal lattice. Laue conditions. Ewald construction. 

2. Interaction of X-rays with matter. Absorption of radiation in material. Plane and spherical wave. Thomson and Compton scattering. Scattering on atom and ensamble of atoms. Atomic scattering factor, anomalous dispersion and absorption. Introduction of structure factor. Electron density and Fourier transformation. Basic atributes of diffraction peaks (position, intensity, width, shape) in kinematic theory of diffraction. 

3. Static and dynamic displacements, temperature factor. Coherence length of photon. Crystals of finite dimensions. 

4. Dynamic theory of diffraction. Wave equation for periodic medium. Single wave and two wave approximation. Some experimental effects - Pendellösung, Borrmann effect. Wave field in the diffracting crystal. 

5. Comparison of scattering by X-rays, neutrons and electrons. 

III. Structure analysis by diffraction 

1. X-ray sources, detectors and monochromators. 

2. Single crystal methods. Film methods. Orientation of crystal by Laue method. Space group determination - diffraction symbol. Single crystal diffractometers. 

3. Phase problem. Structure determination (Patterson function, heavy-atom method, isomorphous replacement, direct methods). Study of deformation electron density due to bonding. 

4. Powder diffraction. Information in powder diffraction pattern and its evaluation. Different diffraction geometries. 

5. Application of structure analysis in materials research: phase identification, phase analysis, texture, stress, strain, crystallite size. 

IV. Kinematic theory of high-energy electrons. 

1. Kinematic approximation. Elastic and inelastic scattering. Wavelength of electrons. Electron scattering in potential field. Fresnel zones method. Amplitude-phase diagram. Phase shift of scattered wave. Elastic scattering on atom, elementary cell, distorted and undistorted crystal. Deviation from the Bragg position. 

2. Interpretation of high-energy electron diffraction. Diffraction pattern from a single crystal and polycrystal. Intensity distribution in reciprocal lattice. Dimensional and shape effect. Extinction length. Limitations of kinematic theory. Kikuchi lines. 

V. Lattice defects analysis in electron microscopy. 

1. Phase contrast in ideal crystal. Column approximation. Intensity of the direct and diffracted beam. Effective deviation from the Bragg position. Intensity of diffracted beam in distorted crystal. Contrast on dislocations, stacking faults and precipitates. Visibility and invisibility of lattice defects in electron microscope. Reflection (two-beam) position. 

2. Construction and properties of electron microscope. Faults and properties of magnetic lens. Correction of faults. Resolution, depth of sharpness. Imaging and diffraction in transmission electron microscope. Bright and dark field. Diffraction from selected area.  
",ALL
NFPL023,A,CZE,anotace,"Metodická a demonstrační cvičení k exper. přednáškám z transportních a
optických vlastností, fyziky nízkých teplot a radiofrekvenční
spektroskopie.
",ALL
NFPL106,A,ENG,annotation,"Surface crystallography. Methods - LEED, scattering of ions and atoms (ISS, RBS, ...). Microscopic methods (FIM, STM, AFM ...). X-ray structure analysis of polycrystalline and single crystal thin films. 

",ALL
NGEM010,S,ENG,syllabus,"Basic notions from general topology. Topological and differentiable manifolds, maps between manifolds. Submanifolds in the Euclidean space. Tangent spaces, tangent maps, vector fields, Lie bracket of vector fields. 

Affine connection on a manifold as differentiation of vector fields. The Levi-Civita connection on a manifold in R^n. The parallel transport along curves, geodesic curves - definitions and existence theorems.  Exponential map at a point. The torsion tensor field and the curvature tensor field, its geometric meaning. 

Riemannian (pseudo-Riemannian) metric, the induced structure of a metric space. The Riemannian connection - existence and uniqueness, relationship with the Levi-Civita connection (on a submanifold with induced metric). The Gaussian formula and its geometric interpretation for surfaces - Gauss theorem. The Gauss curvature of a surface. The sectional curvature of a Riemannian manifold, spaces with constant curvature. Extremal properties of geodesics. Global properties of geodesics on a complete Riemannian manifold. 

Possible extension: Divergence, gradient and Laplace operator on a Riemannian manifold. 
",ALL
NHIU008,A,CZE,anotace,"Doběh 3.r.
",ALL
NHIU045,A,CZE,anotace,"Doběh 4.r. F-Zt.
",ALL
NHIU047,A,CZE,anotace,"Vybrané partie z geofyziky přizpůsobené k možným aplikacím ve
středoškolské výuce fyziky. Výběrová přednáška pro 5.r. doběh U.
",ALL
NJAZ040,A,CZE,anotace,"Výuka obecného jazyka  podle stanovených materiálů. Pozornost bude věnována rozvoji všech jazykových 
dovedností. 

Zápis tohoto předmětu je z kapacitních důvodů omezen.
",ALL
NJAZ040,A,ENG,annotation,"General Russian taught using selected textbooks. Development of all language skills.

Enrollment in this subject is limited. 
",ALL
NJAZ040,S,CZE,sylabus,"Předpokládá se znalost azbuky a výslovnosti, není určeno pro úplné začátečníky.
Prohloubení aktivní i pasivní znalosti azbuky (výslovnost, čtení, poslech a písemný projev)
Tematické okruhy: vzdělávání, rodina, povolání, zájmy, památky
Gramatické jevy: slovesa 1. a 2. časování, skloňování podstatných jmen a zájmen osobních a přivlastňovacích, překlad českého „mám“, minulý čas sloves aj.

",ALL
NJAZ040,S,ENG,syllabus,"Training of the active and pasive knowledge of the Cyrillic (pronunciation, reading, listening and writing)
Topics: education, family, jobs, interests, sights
Grammar: 1st and 2nd verb conjugation, declination of nouns, personal and possessive pronouns, translations of the verb ""to have"", past tense etc.

",ALL
NMAG211,A,CZE,anotace,"Povinný kurs pro programy OM a MIT, povinně volitelný pro MOD. Úvodní seznámení s geometrií.
",ALL
NMAG211,A,ENG,annotation,"Introduction to Geometry (affine, projective, conics, differential geometry of curves, line integrals, etc.).
",ALL
NMAG211,P,CZE,požadavky ke kontrole studia,"Zkouška bude probíhat písemnou formou. Bude obsahovat početní část, sestávající z příkladů podobných těm, které byly počítány na cvičeních. V teoretické části budou zkoušeny definice, věty a důkazy podle předem daného seznamu. ",ALL
NMAG211,S,CZE,sylabus,"Afinní a eukleidovská geometrie.
Grupy eukleidovských a afinních transformací.
Projektivní geometrie.
Diferenciální geometrie křivek.
Křivkový integrál 1. a 2. druhu.
",ALL
NMAG211,S,ENG,syllabus,"Affine and Euclidean geometry.
Projective geometry.
Differencial geometry of curves.
Line integral of 1st and 2nd kind..
",ALL
NMAI054,A,ENG,annotation,"The first part of the mathematical analysis course for students of computer science, an introduction to the 
continuous world description, especially one-dimensional.
Students will learn to compute limits of sequences and 
functions, to determine and to use continuity of functions, to calculate and to use derivatives
and also the basics of 
integral calculus - all for the functions of one variable.

In 2019/20, the course is being taught in both semesters. The winter
semester variant is offered to students who
started their studies in 2018/19, or earlier. In the summer edition, the
",ALL
NMAI054,S,ENG,syllabus,"Real numbers and their relation to rationals, complex numbers.

Sequences of real numbers: Basic properties of limit, bulk points, liminf and limsup. (Bolzano-Weierstrass theorem, limits of monotone sequences, etc.)

Informative series of real numbers.

Basic properties of functions (monotonicity, convexity, ...), definition by a series, basic approximations.

Function limits: methods of calculation. 

Continuity of functions: extreme value theorem, intermediate value theorem. 

Derivatives of functions: methods of calculation, usage - l'Hospital's rule, mean-value theorem, graphing a function. Taylor's polynomial.

Introduction to integral calculus: Newton integral (and methods of calculation), Riemann integral, applications (areas, volumes, lengths, estimates of sums).
",ALL
NMAI057,A,CZE,anotace,"Základy lineární algebry (vektorové prostory, lineární zobrazení, řešení soustav lineárních rovnic, matice).",ALL
NMAI057,A,ENG,annotation,"Basics of linear algebra (vector spaces and linear maps, solutions of linear equations, matrices).",ALL
NMAI058,A,CZE,anotace,"Pokračování předmětu MAI057 - speciální matice, determinanty, vlastní čísla,  aplikace lineární 
algebry.
",ALL
NMAI058,A,ENG,annotation,"Continuation of MAI057 - special matrices, determinants, eigenvalues, examples of applications of linear algebra.",ALL
NMAI059,A,CZE,anotace,"Základní přednáška z pravděpodobnosti a statistiky pro informatiky. Studenti se seznámí se základními metodami 
a pojmy pravděpodobnostního popisu reality: 
pravděpodobnost, náhodná veličina, distribuční funkce a její hustota, 
náhodné vektory, zákony velkých čísel. Důraz bude na pochopení principů a schopnost jejich použití. 
Studenti se 
dále naučí základy matematické statistiky s důrazem na pochopení aplikovatelnosti a na praktické zvládnutí (jazyk 
R). 

",ALL
NMAT100,S,CZE,sylabus,"Témata minulých i chystaných seminářů naleznete na adrese www2.karlin.mff.cuni.cz/mffseminar , kde naleznete i odkaz na náš YouTube kanál se záznamy přednášek. Aktuální informace sledujte také na Facebooku (@MFFSeminar). 

",ALL
NMET027,C,CZE,cíl předmětu,"Cílem předmětu je seznámit s aktuálními otázkami současné meteorologie a klimatologie. Absolvováním předmětu získá student základní informace o současných problémech v meteorologii aklimatologii.",ALL
NFPL023,A,ENG,annotation,"Methodical and exhibitional excercises to experimental lectures  from transport and optical properties, low temperature physics and radio-frequency spectroscopy.",ALL
NFPL023,C,CZE,cíl předmětu,"Metodická a demonstrační cvičení k exper. přednáškám.
",ALL
NFPL023,C,ENG,aim of subject,"Methodical and exhibitional excercises to experimental lectures.
",ALL
NFPL175,C,CZE,cíl předmětu,"Metody jaderné magnetické rezonance ve fero-, feri- a antiferomagnetických systémech. 
",ALL
NFPL175,C,ENG,aim of subject,"Nuclear magnetics resonance in ferro-, ferri- and antiferromagnetic systems. 
",ALL
NFPL023,S,CZE,sylabus,"1. Příprava kontaktů metodou napařování a naprašování. 

2. Nepřímá absorpční hrana v Ge. 

3. Hallova konstanta a elektrická vodivost. 

4. Rozpouštěcí refrigerátor 3He/4He. 

5. Fotolelektrická vodivost. 

6. Kapacitní spektroskopie. 

7. NMR spektroskopie vysokého rozlišení. 

8. Studium slunečních článků. 

9. Studium teplotní závislosti spontánní magnetizace metodou NMR. 

10. Studium SQUIDu. 

11. Kritická teplota supravodičů. 

12. Spektra doby života pozitronů v pevných látkách. 
",ALL
NFPL023,S,ENG,syllabus,"Methodical and exhibitional excercises to experimental lectures  from transport and optical properties, low temperature physics and radio-frequency spectroscopy. 
",ALL
NFPL080,A,CZE,anotace,"Šíření pružných vln v PL. Měření elastických konstant. Experimentální technika pro měření rychlosti a útlumu 
akustických vln. Anelastické relaxace v PL. Základy akustické emise. Akustická emise v kovových materiálech: 
Experimentální technika akustické emise. Technické aplikace akustické emise. 
Praktická měření: určení elastických modulů materiálů; měření teplotní závislosti vnitřního tlumení; monitorování 
plastické deformace slitin, fázových transformací, termálních napětí v kompozitech metodou akustické emise. 
Prokázání experimentálních dovedností je podmínkou udělení KZ.
",ALL
NFPL080,A,ENG,annotation,"Introduction to acoustic emission, theory of acoustic emission, instrumentation, acoustic emission from metallic materials, technical applications, excursion, demostration. For 3 - 5 year of undergraduate study and for PhD study. One-semester lecture could be held in winter or summer term.",ALL
NFPL080,P,CZE,požadavky ke kontrole studia,"Podmínkou zakončení předmětu je získání zápočtu za vypracování projektové zprávy z měření akustické emise.",ALL
NFPL080,S,CZE,sylabus,"1. Základy akustické emise. 1.1. Definice akustické emise. 1.2. Přehled zdrojů akustické emise. 1.3. Terminologie akustické emise. 

2. Úvod do teorie akustické emise. 2.1. Formulace základní úlohy teorie akustické emise. 2.2. Šíření vln akustické emise: podélná, příčná a Rayleighova vlna. 2.3. Detekce a zpracování signálů akustické emise. 2.4. Lokalizace zdrojů akustické emise. 

3. Experimentální technika akustické emise. 3.1. Snímače. 3.2. Aparatura akustické emise. 

4. Akustická emise v kovových materiálech. 4.1. Dislokační modely akustické emise. 4.2. Akustická emise při plastické deformaci. 4.3. Akustická emise při fázových transformacích. 

5. Technické aplikace akustické emise. 5.1. Testy spolehlivosti. 5.2. Defektoskopie. 

6. Praktická demonstrace měření akustické emise: monitorování plastické deformace nebo fázových transformací nebo termálních napětí v kompozitech, vyhodnocení výsledků. Vypracování referátu k bodu 6. je podmínkou udělení klasifikovaného zápočtu. 
",ALL
NFPL080,S,ENG,syllabus,"Introduction to acoustic emission 1.1. Definition of acoustic emission. 1.2. Acoustic emission sources. 1.3. Acoustic emission terminology. 

2. Introduction to the theory of acoustic emission. 2.1. Formulation of the basic task of acoustic emission. 2.2. Propagation of acoustic emission: longitudinal, transversal and surface (Rayleigh) wave. 2.3. Detection and processing of acoustic emission signals. 2.4. Location of acoustic emission sources. 

3. Experimental technique of acoustic emission. 3.1. Sensors. 3.2. Acoustic emission analyzers. 

4. Acoustic emission from metallic materials. 4.1. Dislocation models of acoustic emission. 4.2. Acoustic emission during plastic deformation. 4.3. Acoustic emission during phase transitions. 

5. Technical applications of acoustic emission. 5.1. Reliability tests. 5.2. Defectoscopy. 

6. Practical demonstration of acoustic emission measurements: monitoring plastic deformation or phase transitions or thermal stresses in composites, results processing. A written report is the condition to a the classified credit allocation. 
",ALL
NFPL106,A,CZE,anotace,"Krystalografie povrchů. Přehled metod; difrakce pomalých elektronů a rtg
záření, rozptyl iontů a atomů, mikroskopické metody. Rtg strukturní
analýza tenkých polykrystalických a monokrystalických vrstev. Pro 1. a 2. nmgr.
",ALL
NFPL188,A,CZE,anotace,"V rámci semináře budou prezentovány prednášky předních zahraničních i českých odborníků na témata 
nejnovějších výsledků ve výzkumu nových materiálů charakterizovaných nanometrickými rozměry zrn a částic.
Prednášky budou zaměřeny na přípravu nanomateriálů různých rozměrů (lineární, vrstvené, objemové) použitím 
různých metod, na vlastnosti těchto materiálů (struktura, difúze, tepelné vlastnosti, mechanické vlastnosti, 
elektrická vodivost, magnetické vlastnosti) a aplikace nanomateriálů v různých oblastech.
Vhodné pro 1. a 2. nmgr a posluchače doktorského studia.
",ALL
NFPL106,P,CZE,požadavky ke kontrole studia,"Požadavky zkoušky odpovídají skutečně odpřednášené části sylabu.",ALL
NFPL106,S,CZE,sylabus,"<html> <br>
<br>
<head> <title>FPL011</title> </head> <br>
<br>
<body> <h2>A. Struktura povrchů </h2> <p>Význam studia povrchů, povrchová relaxace a rekonstrukce, dvojrozměrné Bravaisovy mříže, Woodovo značení, maticové značení, nerovinné povrchy (schody a fazety), povrchové struktury, difrakce na povrchu (dvojrozměrné mříži), Ewaldova konstrukce, popis difrakčních svazků. </p> <h2>B. Metody studia struktury povrchů a tenkých vrstev </h2> <p>Metody přípravy čistých povrchů pro experimenty. </p> <h3>1. Difrakce elektronů a pozitronů. </h3> <p>LEED - základní charakteristiky a princip, experimentální uspořádání, rozptyl elektronů krystalem; mnohonásobný rozptyl, poruchy na povrchu, schody, fázové přechody. Teplotní efekty a dynamika povrchů (Debyeův-Wallerův faktor,&nbsp;anizotropie).  MEED, RHEED a LEPD - principy a užití. </p> <h3>2. Rozptyl atomů a iontů. </h3> <p>Difrakce atomů -interakce atomů s povrchem, experimentální zařízení, aplikace (rozdělení nábojové hustoty, chemisorpce vodíku, rekonstrukce, povrchy izolantů, nesouměřitelné vrstvy).  Rozptyl iontů (ISS) - LEIS, MEIS, HEIS (RBS) (princip, intenzita píků, studium výchylek atomů, rekonstruovaný a relaxovaný povrch, adsorbáty, čisté povrchy, rozhraní, epitaxe, povrchové tání). </p> <h3>3. Spektroskopické metody. </h3> <p> - UPS, XPS, AES; strukturní informace.  - SEXAFS a NEXAFS (princip metod, možnost studia lokální struktury na neuspořádaných látkách, studium vazeb a orientací adsorbovaných; molekul, koordinační čísla; atomová a molekulová chemisorpce, struktura rozhraní pevná látka-vrstva). </p> <h3> 4. Některé další metody (ESDIAD, TSD, HREELS, ...). </h3> <h3> 5. Mikroskopie povrchů. </h3> <p>- FEM  (princip, tunelový jev, experimentální zařízení, rozlišení, užití)  - FIM  (princip, přístroj, rozlišení, obrazy atomů a poruch)  - STM, AFM a další varianty (objev a vývoj, princip, režimy měření, rozlišení, experimentální výsledky)  - HRTEM (základní odlišnosti od konvenční TEM) </p> <h3> 6. Rozptyl rentgenového záření. </h3> <p>Dvoj- a trojkrystalová difraktometrie (základy difrakce v dokonalých krystalech epitaxní vrstvy - pnutí, složení, hloubkové profily).  Metody tečného dopadu - glancing angle (totální odraz, amorfní velmi tenké vrstvy na povrchu, implantované vrstvy, povrchy), GID (grazing incidence diffraction).  Metoda stojatých vln (sekundární jevy při absorpci rtg záření, registrace fotoelektronů, fotoemise, fluorescence, Comptonův a teplotní difúzní  rozptyl).  Studium polykrystalických vrstev - strukturní zvláštnosti tenkých vrstev, mechanické vlastnosti, konvenční prášková difraktometrie (fázová analýza, mřížové parametry, textury, mikrodeformace, velikosti krystalitů), měření zbytkových napětí. Difrakce při nízkých úhlech. Příklady, nitridové vrstvy.    </p> </body> </html> <br>
",ALL
NFPL106,S,ENG,syllabus,"A. SURFACE STRUCTURE 

Importance of surface structure study. Surface relaxation and reconstruction. 2D Bravais lattices. Wood´s notation. Matrix notation. Steps and facets. Surface structures. Diffraction on 2D lattice. Ewald construction. Diffracting beam description. 

B. METHODS OF STUDY OF SURFACE STRUCTURES AND THIN FILMS 

Methods of clean surface preparation. 

1. Diffraction of electrons and positrons. 

LEED - basic characteristics and principle, experimental setup, electron scattering in crystal, mutliple scattering, surface lattice defects, phase transitions. 

Thermal vibrations. Debye-Waller factors. Anisotropic vibrations. 

MEED, RHEED, LEPD - principles and applications. 

2. Scattering of atoms and ions. 

Diffraction of atoms - interaction of atoms with surface, experimental setup, applications (charge density distribution, hydrogen chemisorption, reconstruction, surfaces of insulators, incommensurate structures) 

Ion scattering (ISS) - LEIS, MEIS, HEIS (RBS). Principles, peak intensity, study of atomic displacements, reconstructed and relaxed surface, adsorbates, interfaces, surface melting) 

3. Spectroscopic methods 

- UPS, XPS, AES (structure information) 
- SEXAFS, NEXAFS Principles, study of local structure in disordered materials, study of bonding and orientation of adsorbed molecules, coordination numbers, chemisorption, interface solid-thin film). 

4. Some other methods (ESDIAD, TSD, HREELS, ...) 

5. Microscopy of surfaces 

- FEM (principle, tunneling, experimental setup, resolution, applications 
- FIM (principle, setup, resolution, atomic imaging) 
- STM (discovery, development, principle, modes of measurement, resolution, setup, applications) 
- HRTEM (basic differences from conventional TEM) 

6. X-ray diffraction 

Double- and triple crystal diffractometry (diffraction in perfect crystals, epitaxial layers - strains, composition, depth profiling) 

Glancing angle diffraction - total reflection, amorphous thin films, implanted films, surfaces. GID - grazin angle diffraction. 

Standing-wave method (secondary radiation, registration of photoelectrons, fotoemission, fluorescence, Compton scattering) 

Study of polycrystalline thin films. Structural pecularities of thin films, mechanical properties. Conventional powder diffraction (pahse analysis, texture, stress, strain, crystallite size). Stress determination. Low-angle diffraction. Examples, hard coatings. 
",ALL
NFPL108,A,CZE,anotace,"Pro 1. ročník TMF. Kmity atomů jsou vyjádřeny jako pole bonů (fononů), elektrony jsou chápány jako Fermiho 
kapalina vnořená do periodického pole jader. Z těchto polí jsou spočteny základní rovnovážné vlastnosti krystalů.
",ALL
NFPL108,A,ENG,annotation,"Atomic vibrations are expressed in terms of bosonic fields (phonons), while electrons form a Fermi liquid embedeed in the periodic potential of nuclei. From these fields we  evaluate elementary properties of crystals.",ALL
NFPL108,C,CZE,cíl předmětu,"Základy teorie pevných látek",ALL
NFPL108,C,ENG,aim of subject,"Introduction to the theory of solid state",ALL
NFPL108,P,CZE,požadavky ke kontrole studia,"Požadované znalosti: základní formulace Hamiltoniánu, adiabatické přiblížení, Hellmannův-Feynmanův teorém, harmonické přiblížení, fononové disperzní pásy, Brillouinova zóna, Bornovy-Karmanovy hraniční podmínky, měrné teplo fononů, neutronová difrakce na mřížce, Mössbauerův jev, relativistické opravy Schrödingerovy rovnice, Blochův teorém, elektronová pásová struktura, Kanův model, hustota stavů, měrné teplo elektronů, Pauliho spinový paramagnetizmus, Laundaův orbitální diamagnetizmus, de Haasův-van Alphenův jev, Peierlsova nestabilita.",ALL
NFPL108,P,ENG,requirements for assessment of study,"Required skills: basic formulation of Hamiltonian, adiabatic approximation, Hellmann-Feynman theorem, harmonic approximation, phonon dispersion bands, Brillouin zone, Born-Karman boundary condicions, specific heat of phonons, neutron difraction on crystal, Mössbauer effect, relativistic corrections to Schrödinger equation, Bloch theorem, electron band structure, Kan model, density of states, specific heat of electrons, Pauli spin paramagnetizm, Laundau orbital diamagnetizm, de Haas-van Alphen effect, Peierls instability.",ALL
NFPL108,S,CZE,sylabus,"Na kmitech atomů v periodické mřížce zavedeme základní pojmy  jako Brillouinova zóna, Born-Karmanovy hraniční podmínky nebo energetické disperzní pásy. Ve druhém kvantování spočteme například měrné teplo kmitů, difrakci neutronů a Mössbauerův jev.
V přiblížení volných elektronů spočteme například měrné teplo elektronů, spinovou a orbitální magnetickou susceptibilitu, de Haas - van Alphenův jev a cyklotronovou rezonancy. 
Pro popis elektronů v reálných krystalech odvodíme z Blochova teorému energetické pásy elektronů a na modelech (Kanově a Kronig-Penneyově) vysvětlíme její původ a fyzikální obsah. Ve druhém kvantování zavedeme zaplnění pásů, podle kterého se krystaly dělí na kovy a isolátory.  Na Peierlsově přechodu kov-isolátor si ukážeme důvod pro existenci dvou typů.
Jevy vyplývající z interakce mezi elektrony si ukážeme na supravodivosti. Po úvodních fenomenologických teoriích (termodynamický, model dvou kapalin, Londonova teorie, Ginzburg-Landauova teorie) si odvodíme některé vlastnosti z mikroskopického modelu Bardeena, Coopera a Schrieffera.
Důslednou teorii interagujících elektronů si zavedeme pouze pro nulovou teplotu. Odvodíme pravidla pro Feynmanovy diagramy pro Coulombickou interakci. Spočteme polarizační operátor a z něj vyplývající stínění a plasmové kmity. 
",ALL
NFPL108,S,ENG,syllabus,"In order to describe vibrations of atoms we introduce such basic concepts of solids as the Brillouine zone, Born-Karman boundary conditions or energy dispersion bands. Within the second quantisation we evaluate for instance the phonon specific heat, the neutron diffraction and the Mössbauer effect.
Within the approximation of free electrons we evaluate the electronic specific heat, spin and orbital magnetic susceptibilities, de Haas-van Alphen effect and cyclotron resonance.
 For electrons in real crystals we derive electronic energy bands from the Bloch theorem. Using Kane and Kronig-Penney models we explain the origin and meaning of specific featuers of these bands. Within the second quantisation we introduce a filling of bands which is responsible for a distinction between metals and isolators. A competition of physical processes leading to these two types of crystals is demonstrated on the Peierls transition.
Effects of an electro-electron interaction we demonstrate on the superconductivity. After a phenomenological introduction involving the thermodynamic description, the two-fluid model, the London's theory and the Ginzbur-Landau theory, we derive some properties from the microscopic model of Bardeen, Cooper and Schrieffer.
A systematic theory of interacting electrons we introduce only for the zero temperature. We derive Feynman diagrams for the Coulomb interaction. We evaluate the polarization operator, from which we obtain the screening and the plasma oscillation.
",ALL
NFPL175,A,CZE,anotace,"Aplikace metody jaderné magnetické rezonance ve fero-, feri- a antiferomagnetických systémech. Excitace signálu a detekce extrémně širokých spekter. Možnosti využití pro studium krystalové, elektronové a magnetické struktury.",ALL
NFPL175,A,ENG,annotation,"Application of nuclear magnetics resonance to ferro-, ferri- and antiferromagnetic systems. Excitation and detection of signal of extremely broad lines. Study of crystal, electronic and magnetic structure.",ALL
NFPL175,P,CZE,požadavky ke kontrole studia,"Zkouška je ústní, otázky jsou kladeny dle syllabu.

Zápočet je předpokladem pro konání zkoušky.",ALL
NFPL175,P,ENG,requirements for assessment of study,"The exam is oral, questions are asked according to syllabus.

Credit is a prerequisite for the exam.",ALL
NFPL175,S,CZE,sylabus,"* 1. Úvod 
Magnetismus pevných látek. Magnetické vlastnosti magnetických materiálů, příklady. Typy magnetických uspořádání. 

* 2. Fyzikální základy magnetismu 
Výměnná interakce. Střední pole. Nepřímá interakce v kovech. Spinové vlny. 

* 3. Hyperjemná interakce 
Elektrické a magnetické momenty jader. Hyperjemné interakce volných iontů, kovů. Experimentální data. Transferované hyperjemné pole. 

*  4. NMR 
Elementární popis. Jádra měřená v NMR magnetik. Pulsní techniky. NMR spektra a relaxace. Nehomogenní rozšíření. Souvislost mezi spektrem a krystalovou, resp. magnetickou strukturou. Teplotní závislost. Kvadrupólové efekty. Vliv difuse. 

*  5. Experimentální přístupy 
FT NMR. Širokopásmový spektrometr. Zesílení v doménách a doménových stěnách. 

* 6. Některé výsledky studia NMR v magnetikách 
",ALL
