"POVINN","PNAZEV","PANAZEV","VPLATIOD","VPLATIDO","PFAKULTA","PGARANT","PVYUCOVAN","VSEMZAC","VSEMPOC","PVYJAZYK","VROZSAHPR1","VROZSAHCV1","VROZSAHPR2","VROZSAHCV2","VRVCEM","VTYP","VEBODY","VUCIT1","VUCIT2","VUCIT3","PPOCMIN","PPOCMAX"
NDBI037,Informační modely s uspořádáním,Information Models with Ordering,"2021","2021","11320","32-KSI",N,"1","1",CZE,"2","1",,,HT,*,4,"12236",,,,
NDBI037,Informační modely s uspořádáním,Information Models with Ordering,"2022","9999","11320","32-KSI",Z,"1","1",CZE,"2","1",,,HT,*,4,"12236",,,,
NDBI039,Administrace Microsoft SQL serveru,Microsoft SQL Server Administration,"2017","2020","11320","32-KSI",N,"2","1",CZE,"0","2",,,HT,Z,2,"12657",,,,
NDBI039,Administrace Microsoft SQL serveru,Microsoft SQL Server Administration,"2021","9999","11320","32-KSI",Z,"2","1",CZE,"0","2",,,HT,Z,2,"12657",,,,
NDBI040,Moderní databázové systémy,Modern Database Systems,"2020","2020","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"11272",,,,
NDBI040,Moderní databázové systémy,Modern Database Systems,"2021","2023","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"11272",,,,
NDBI040,Moderní databázové systémy,Modern Database Systems,"2024","2024","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"11272",,,,
NDBI040,Moderní databázové systémy,Modern Database Systems,"2025","9999","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"11272",,,,
NDBI042,Techniky vizualizace dat,Data Visualization Techniques,"2020","9999","11320","32-KSI",V,"2","1",CZE,"2","1",,,HT,*,4,"12657",,,,
NDBI048,Data Science,Data Science,"2021","9999","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"11272",,,,
NDBI049,Dotazovací jazyky 1,Query Languages 1,"2023","2023","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"11789",,,,
NDBI049,Dotazovací jazyky,Query Languages,"2024","2024","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"11789","24712",,,
NDBI049,Dotazovací jazyky,Query Languages,"2025","9999","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"24712",,,,
NDBI050,Dotazovací jazyky 2,Query Languages 2,"2023","2023","11320","32-KSI",V,"2","1",CZE,"2","0",,,HT,K,3,"11789",,,,
NDBI050,Dotazovací jazyky 2,Query Languages 2,"2024","9999","11320","32-KSI",Z,"2","1",CZE,"2","0",,,HT,K,3,"11789",,,,
NDBX007,Databázové přístupové metody,Database access methods,"2020","9999","11320","32-KSI",Z,"1","1",CZE,"2","1",,,HT,*,5,"12657",,,,
NDBX025,Databázové systémy,Database Systems,"2020","9999","11320","32-STUD",V,"1","1",CZE,"2","2",,,HT,*,6,"12471",,,,
NDFY037,Dějiny fyziky II,History of Physics II,"2010","2021","11320","32-KDF",N,"2","1",,"2","0",,,HT,K,3,"12429",,,,
NDFY037,Dějiny fyziky II,History of Physics II,"2022","9999","11320","32-KDF",Z,"2","1",CZE,"2","0",,,HT,K,3,"12429",,,,
NDFY060,"Počítačem podporovaný experiment - elektřina, magnetismus, optika.","Computer Aided Experiment - Electricity, Magnetism, Optics","2009","2020","11320","32-KDF",V,"1","1",,"0","3",,,HT,Z,4,"11273",,,,
NDFY060,"Počítačem podporovaný experiment - elektřina, magnetismus, optika.","Computer Aided Experiment - Electricity, Magnetism, Optics","2021","9999","11320","32-KDF",N,"1","1",CZE,"0","3",,,HT,Z,4,"11273",,,,
NDFZ004,Praktikum školních pokusů II,Practical Course in School Experiments II,"2015","2021","11320","32-KDF",N,"3","1",,"0","2",,,HT,Z,3,"12410","12475",,,
NDFZ004,Praktikum školních pokusů II,Practical Course in School Experiments II,"2022","9999","11320","32-KDF",Z,"3","1",CZE,"0","2",,,HT,Z,3,"12410","12475",,,
NDFZ010,Pokusy v přírodovědě na 1. stupni ZŠ II,Experiments in Science Teaching - lower grades of primary schools II,"2013","2023","11320","32-KDF",V,"3","1",CZE,"0","3",,,HT,Z,4,"11849","12410","11570",,
NDFZ010,Pokusy v přírodovědě na 1. stupni ZŠ II,Experiments in Science Teaching - lower grades of primary schools II,"2024","9999","11320","32-KDF",N,"3","1",CZE,"0","3",,,HT,Z,4,"11849","12410","11570",,
NDGF005,Seminář nelineární geodynamiky,Seminar on Nonlinear Geodynamics,"2008","2021","11320","32-KG",N,"3","1",,"0","2",,,HT,Z,3,"11383",,,,
NDGF005,Seminář nelineární geodynamiky,Seminar on Nonlinear Geodynamics,"2022","9999","11320","32-KG",Z,"3","1",CZE,"0","2",,,HT,Z,3,"11383",,,,
NDIM012,Didaktika matematiky I,Didactics of mathematics I,"2016","9999","11320","32-KDM",Z,"1","1",CZE,"0","2",,,HT,Z,3,"11765",,,,
NDIN012,Didaktika uživatelského software,Didactics of Application Software,"2020","2020","11320","32-KSVI",V,"2","1",CZE,"0","2",,,HT,Z,3,"11324",,,,
NDIN012,Didaktika uživatelského software,Didactics of Application Software,"2021","2021","11320","32-KSVI",V,"2","1",CZE,"0","2",,,HT,Z,3,"11324","11433",,,
NDIN012,Didaktika uživatelského software,Didactics of Application Software,"2022","2022","11320","32-KSVI",N,"2","1",CZE,"0","2",,,HT,Z,3,"11324","11433",,,
NDIN012,Didaktika uživatelského software,Didactics of Application Software,"2023","2023","11320","32-KSVI",V,"2","1",CZE,"0","2",,,HT,Z,3,"11324","11433",,,
NDIN012,Didaktika uživatelského software,Didactics of Application Software,"2024","9999","11320","32-KSVI",V,"2","1",CZE,"0","2",,,HT,Z,3,"11324","11433",,,
NDIR036,Vybrané kapitoly z nelineárních diferenciálních rovnic,Selected Chapters on Nonlinear Differential Equations,"2004","9999","11320","32-MUUK",Z,"1","2",,"2","0","2","0",HT,-K,6,"12416","11761",,,
NDIR139,Parciální diferenciální rovnice 1,Partial Differential Equations 1,"2007","9999","11320","32-KNM",Z,"1","1",,"2","2",,,HT,*,6,"11502",,,,
NDMI002,Diskrétní matematika,Discrete Mathematics,"2020","2021","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"12164","11098",,,
NDMI002,Diskrétní matematika,Discrete Mathematics,"2022","9999","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"12164","11098",,,
NDMI011,Kombinatorika a grafy 1,Combinatorics and Graph Theory 1,"2020","2021","11320","32-IUUK",V,"1","1",CZE,"2","2",,,HT,*,5,"11105","12164","53799",,
NDMI011,Kombinatorika a grafy 1,Combinatorics and Graph Theory 1,"2022","2022","11320","32-IUUK",V,"1","1",CZE,"2","2",,,HT,*,5,"11105","12164",,,
NDMI011,Kombinatorika a grafy 1,Combinatorics and Graph Theory 1,"2023","9999","11320","32-IUUK",V,"1","1",CZE,"2","2",,,HT,*,5,"11105","12164",,,
NDMI022,Kombinatorický seminář,Seminar on Combinatorics,"2018","2020","11320","32-KAM",V,"3","1",CZE,"0","2",,,HT,Z,3,"11306","11098","16918",,
NDMI022,Kombinatorický seminář,Seminar on Combinatorics,"2021","2023","11320","32-KAM",V,"3","1",CZE,"0","2",,,HT,Z,3,"11306","11098","16918",,
NDMI022,Kombinatorický seminář,Seminar on Combinatorics,"2024","9999","11320","32-KAM",V,"2","1",CZE,"0","2",,,HT,Z,3,"11098","68975","16918",,
NDMI025,Pravděpodobnostní algoritmy,Randomized Algorithms,"2020","2020","11320","32-IUUK",V,"2","1",ENG,"2","2",,,HT,*,5,"11354",,,,
NDMI025,Pravděpodobnostní algoritmy,Randomized Algorithms,"2021","2021","11320","32-IUUK",N,"2","1",ENG,"2","2",,,HT,*,5,"11354",,,,
NDMI025,Pravděpodobnostní algoritmy,Randomized Algorithms,"2022","2022","11320","32-IUUK",V,"2","1",ENG,"2","2",,,HT,*,5,"11354",,,,
NDMI025,Pravděpodobnostní algoritmy,Randomized Algorithms,"2023","2023","11320","32-IUUK",N,"2","1",ENG,"2","2",,,HT,*,5,"11354",,,,
NDMI025,Pravděpodobnostní algoritmy,Randomized Algorithms,"2024","9999","11320","32-IUUK",V,"2","1",ENG,"2","2",,,HT,*,5,"11354",,,,
NDMI045,Analytická a kombinatorická teorie čísel,Analytic and Combinatorial Number Theory,"2018","2023","11320","32-KAM",V,"2","1",CZE,"2","0",,,HT,K,3,"12486",,,,
NDMI045,Analytická a kombinatorická teorie čísel,Analytic and Combinatorial Number Theory,"2024","9999","11320","32-KAM",V,"2","1",ENG,"2","0",,,HT,K,3,"12486",,,,
NDMI050,"Úvod do řešení problémů kombinatorických, mat. i jiných (IPS) I","Introduction to Problem Solving in Combinatorics, Mathematics and Other Fields (IPS) I","2020","9999","11320","32-IUUK",V,"1","1",CZE,"0","2",,,HT,Z,3,"10734","12406",,,
NDMI067,"Toky, cesty a řezy","Flows, Paths and Cuts","2020","2020","11320","32-KAM",N,"1","1",CZE,"2","0",,,HT,K,3,"13014",,,,
NDMI067,"Toky, cesty a řezy","Flows, Paths and Cuts","2021","2023","11320","32-KAM",V,"1","1",CZE,"2","0",,,HT,K,3,"13014",,,,
NDMI067,"Toky, cesty a řezy","Flows, Paths and Cuts","2024","9999","11320","32-KAM",N,"1","1",CZE,"2","0",,,HT,K,3,"13014",,,,
NDMI092,Úvod do extremální teorie grafů,Introduction to extremal graph theory,"2020","2020","11320","32-IUUK",V,"1","1",CZE,"2","0",,,HT,K,3,"11286",,,,
NDMI092,Úvod do extremální teorie grafů,Introduction to extremal graph theory,"2021","2021","11320","32-IUUK",N,"1","1",CZE,"2","0",,,HT,K,3,"11286",,,,
NDMI092,Úvod do extremální teorie grafů,Introduction to extremal graph theory,"2022","2022","11320","32-IUUK",V,"1","1",CZE,"2","0",,,HT,K,3,"11286",,,,
NDMI092,Úvod do extremální teorie grafů,Introduction to extremal graph theory,"2023","2023","11320","32-IUUK",N,"1","1",CZE,"2","0",,,HT,K,3,"11286",,,,
NDMI092,Úvod do extremální teorie grafů,Introduction to extremal graph theory,"2024","9999","11320","32-IUUK",V,"1","1",CZE,"2","0",,,HT,K,3,"11286",,,,
NDMI097,Výpočetní geometrie,Computational Geometry,"2020","9999","11320","32-KAM",N,"2","1",CZE,"2","2",,,HT,*,5,"11098",,,,
NDMI100,Úvod do kryptografie,Introduction to cryptography,"2020","2021","11320","32-KAM",V,"1","1",ENG,"2","0",,,HT,K,3,"12406",,,,
NDMI100,Úvod do kryptografie,Introduction to cryptography,"2022","9999","11320","32-KAM",V,"2","1",ENG,"2","0",,,HT,K,3,"12406",,,,
NDMX011,Kombinatorika a grafy 1,Combinatorics and Graph Theory 1,"2020","9999","11320","32-IUUK",Z,"1","1",CZE,"2","2",,,HT,*,6,"11105","12164","53799",,
NEKN022,Software ekonomické praxe,Software in Practical Economics,"2009","9999","11320","32-KPMS",Z,"1","1",,"0","2",,,HT,Z,3,"12973",,,,
NEKN031,Stochastické modelování v ekonomii a financích 1,Stochastic Modelling in Economics and Finance 1,"2018","9999","11320","32-KPMS",Z,"1","1",CZE,"0","2",,,HT,Z,3,"11847","11784",,,
NEVF047,Technologie vakuových materiálů,Technology of Vacuum Materials,"2007","9999","11320","32-KFPP",Z,"2","1",,"2","0",,,HT,K,3,"11807",,,,
NEVF076,Experimentální metody EVF I,Experimental Methods in Electronics and Vacuum Physics I,"2007","9999","11320","32-KFPP",Z,"2","1",,"0","5",,,HT,F,7,"11330",,,,
NEVF088,Programování v IDL - zpracování a vizualizace dat,Programming in IDL - Data Processing and Visualisation,"2007","9999","11320","32-KFPP",Z,"1","1",,"1","1",,,HT,F,3,"11320",,,,
NEVF106,Mikroskopie povrchů a tenkých vrstev,Microscopy of Surfaces and Thin Films,"2020","9999","11320","32-KFPP",V,"1","1",CZE,"2","1",,,HT,*,5,"12945","11471","11066",,
NEVF128,Kybernetizace experimentu II,Experiment Cybernetisation II,"2020","2020","11320","32-KFPP",V,"1","1",CZE,"2","0",,,HT,K,3,"11320","12437","11793",,
NEVF128,Kybernetizace experimentu II,Experiment Automation II,"2021","9999","11320","32-KFPP",V,"1","1",CZE,"2","0",,,HT,K,3,"11320","12437","11793",,
NEVF141,Základy počítačové fyziky I,Fundamentals of computational physics I,"2020","2020","11320","32-KFPP",V,"1","1",CZE,"2","2",,,HT,*,7,"11793","16837",,,
NEVF141,Základy počítačové fyziky I,Fundamentals of Computational Physics I,"2021","9999","11320","32-KFPP",V,"1","1",CZE,"2","2",,,HT,*,7,"11793","16837",,,
NEVF155,Technologie počítačových sítí,Computer Networks Technology,"2015","2021","11320","32-KFPP",N,"1","1",,"2","0",,,HT,K,3,"11320","11431",,,
NEVF155,Technologie počítačových sítí,Computer Networks Technology,"2022","9999","11320","32-KFPP",Z,"1","1",CZE,"2","0",,,HT,K,3,"11320","11431",,,
NEVF163,Vybrané kapitoly z nanoelektroniky,Selected chapters from Nanoelectronics,"2017","2020","11320","32-KFPP",V,"1","1",CZE,"2","0",,,HT,K,3,"16652","11066",,,
NEVF163,Vybrané kapitoly z nanoelektroniky,Selected Chapters from Nanoelectronics,"2021","9999","11320","32-KFPP",V,"1","1",CZE,"2","0",,,HT,K,3,"16652","11066",,,
NEVF172,Nanomateriály a jejich vlastnosti,Nanomaterials and Their Properties,"2020","2021","11320","32-KFPP",V,"2","1",CZE,"2","0",,,HT,K,3,"11464","42172",,,
NEVF172,Nanomateriály a jejich vlastnosti,Nanomaterials and Their Properties,"2022","9999","11320","32-KFPP",V,"2","1",CZE,"2","0",,,HT,K,3,"11464","42172",,,
NFAP011,Seminář z aktuárských věd,Seminar on Actuarial Sciences,"2018","9999","11320","32-KPMS",Z,"3","1",CZE,"0","2",,,HT,Z,3,"11380",,,,
NFAP024,Obchodní a správní právo,Commercial and Administration Law,"2006","9999","11320","32-KPMS",Z,"1","1",,"2","0",,,HT,K,3,"13025",,,,
NFAP046,Neživotní pojištění 2,Non-life Insurance 2,"2018","9999","11320","32-KPMS",Z,"2","1",CZE,"2","0",,,HT,K,3,"11380",,,,
NFOE017,Vybrané kapitoly z fyziky,Selected Topics on Physics,"2017","2020","11320","32-KCHFO",V,"3","1",CZE,"4","0",,,HT,K,6,"12494","12917","13179",,1
NFOE017,Vybrané kapitoly z fyziky,Selected Topics on Physics,"2021","9999","11320","32-KCHFO",V,"3","1",CZE,"4","0",,,HT,K,6,"12494","13179",,,1
NFOE019,Spektrometrické metody,Spectrometric Methods,"2019","9999","11320","32-KCHFO",N,"2","1",CZE,"3","0",,,HT,K,4,"11856","12943",,,
NFPL005,Úvod do dielektrické relaxační spektroskopie,Introduction to Dielectric Relaxation Spectroscopy,"1348","9999","11320","32-FUUK",Z,"2","1",,"0","0",,,HT,-,0,,,,,
NFPL025,Rentgenová strukturní analýza a elektronová mikroskopie,X-ray Structure Analysis and Electron Microscopy,"2016","2020","11320","32-KFKL",V,"1","1",,"2","0",,,HT,K,3,"12687","11337",,,
NFPL025,Rentgenová strukturní analýza a elektronová mikroskopie,X-ray Structure Analysis and Electron Microscopy,"2021","9999","11320","32-KFKL",Z,"1","1",CZE,"2","0",,,HT,K,3,"12687","11337",,,
NFPL047,Měřící metody polovodičů II,Semiconductor Measurement Methods II,"1348","9999","11320","32-KMF",Z,"2","1",,"2","0",,,HT,K,3,"11779",,,,
NFPL074,Praktické užití transmisní elektronové mikroskopie,Practical Applications of Transmission Electron Microscopy,"2020","2021","11320","32-KFM",V,"3","1",CZE,"0","3",,,HT,Z,4,"12706",,,,
NFPL074,Praktické užití transmisní elektronové mikroskopie,Practical Applications of Transmission Electron Microscopy,"2022","9999","11320","32-KFM",N,"3","1",CZE,"0","3",,,HT,Z,4,"12706",,,,
NFPL077,Semestrální práce I,Semester Paper I,"2005","2020","11320","32-KFKL",N,"2","1",,"0","1",,,HT,Z,2,"11337","12706",,,
NFPL077,Methods for the study of solid-state materials and surfaces,Methods for the study of solid-state materials and surfaces,"2021","2021","11320","32-KFKL",V,"3","1",ENG,"2","0",,,HT,K,3,"67051",,,,
NFPL077,Methods for the study of solid-state materials and surfaces,Methods for the study of solid-state materials and surfaces,"2022","9999","11320","32-KFKL",V,"3","1",ENG,"2","0",,,HT,K,3,"67051",,,,
NFPL099,Fyzika nízkých teplot,Low Temperature Physics,"2020","9999","11320","32-KFNT",V,"2","1",CZE,"2","0",,,HT,K,3,,,,,
NFPL111,Termodynamika vícesložkových systémů II,Thermodynamics of Multicomponent Systems II,"1348","9999","11320","32-KFM",Z,"2","1",,"2","0",,,HT,K,3,,,,,
NFPL138,Moderní experimentální metody fyziky materiálů,Modern Experimental Methods in Physics of Materials,"2015","2021","11320","32-KFM",N,"1","1",,"3","0",,,HT,K,5,"12969",,,,
NFPL138,Moderní experimentální metody fyziky materiálů,Modern Experimental Methods in Physics of Materials,"2022","9999","11320","32-KFM",Z,"1","1",CZE,"3","0",,,HT,K,5,"12969",,,,
NFPL150,Úvod do fyziky kondenzovaných soustav,Introduction to Condensed Systems Physics,"2012","2020","11320","32-KFKL",N,"2","1",,"4","2",,,HT,*,9,"10850","11276",,,
NFPL150,Nanomaterials II,Nanomaterials II,"2021","2021","11320","32-KFKL",V,"3","1",ENG,"2","0",,,HT,K,3,"67051",,,,
NFPL150,Nanomaterials II,Nanomaterials II,"2022","9999","11320","32-KFKL",V,"3","1",ENG,"2","0",,,HT,K,3,"67051",,,,
NFPL185,Pokročilá NMR spektroskopie vysokého rozlišení,Advanced High Resolution NMR Spectroscopy,"2020","9999","11320","32-KFNT",V,"1","1",CZE,"2","1",,,HT,*,5,"12284","24934",,,
NFPL196,Linux ve fyzikální laboratoři,Linux in Physics Laboratory,"2018","9999","11320","32-KFM",V,"3","1",CZE,"1","1",,,HT,*,3,"12143",,,,
NFPL216,Seminář Moessbauerovy spektroskopie,Seminar on Moessbauer Spectroscopy,"2019","2020","11320","32-KFNT",V,"3","1",CZE,"0","2",,,HT,Z,3,"12478","33074","29535",,
NFPL216,Seminář Mössbauerovy spektroskopie,Seminar on Mössbauer Spectroscopy,"2021","2021","11320","32-KFNT",V,"3","1",CZE,"0","2",,,HT,Z,3,"12478","33074","29535",,
NFPL216,Seminář Mössbauerovy spektroskopie,Seminar on Mössbauer Spectroscopy,"2022","9999","11320","32-KFNT",V,"3","1",CZE,"0","2",,,HT,Z,3,"12478","33074","29535",,
NFPL241,Introduction to quantum information theory,Introduction to quantum information theory,"2023","9999","11320","32-KFKL",V,"1","1",ENG,"2","2",,,HT,*,5,"11854","18092",,,
NFPL806,Seminář ze strojového učení ve fyzice,Seminar on Machine Learning in Physics,"2022","2022","11320","32-KFKL",V,"2","1",CZE,"0","1",,,HT,*,2,"11854","28321","50966",,
NFPL806,Seminář ze strojového učení ve fyzice,Seminar on Machine Learning in Physics,"2023","9999","11320","32-KFKL",V,"2","1",CZE,"0","1",,,HT,Z,2,"11854","28321","50966",,
NFUF502,Didaktika fyziky II,Didactics of Physics II,"2020","9999","11320","32-KDF",V,"1","1",CZE,"0","2",,,HT,Z,3,"11728","11034",,,
NFUF503,Fyzikální obraz světa,Physics Worldview,"2020","2020","11320","32-KDF",N,"1","1",CZE,"2","0",,,HT,K,3,"11846","11034","11075",,
NFUF503,Fyzikální obraz světa,Physics Worldview,"2021","9999","11320","32-KDF",V,"1","1",CZE,"2","0",,,HT,K,3,"11846","11034","11075",,
NFUF703,Nové materiály a technologie,Advanced materials and technologies,"2020","9999","11320","32-KDF",V,"1","1",CZE,"2","0",,,HT,K,2,"13439",,,,
NGEM020,Kombinatorická a výpočetní geometrie I,Combinatorial and Computational Geometry I,"1348","9999","11320","32-KAM",Z,"1","1",,"2","1",,,HT,*,5,"11386",,,,
NGEO002,Šíření seismických vln,Seismic Waves Propagation,"2016","9999","11320","32-KG",V,"1","1",CZE,"2","1",,,HT,*,5,"12392",,,,
NGEO055,Teorie perturbace paprsků v anizotropním prostředí,Ray Perturbation Theory for Anisotropic Media,"1348","9999","11320","32-KG",Z,"1","1",,"2","0",,,HT,-,3,,,,,
NGEO062,Mechanika kontinua pro geofyziky,Continuum Mechanics for Geophysicists,"1348","9999","11320","32-KG",Z,"2","1",,"2","0",,,HT,K,3,,,,,
NGEO111,Mechanika kontinua,Continuum Mechanics,"2020","2020","11320","32-KG",V,"2","1",CZE,"2","1",,,HT,*,4,"13396",,,,
NGEO111,Mechanika kontinua,Continuum Mechanics,"2021","9999","11320","32-KG",V,"2","1",CZE,"2","1",,,HT,*,4,"13396",,,,
NHIF073,Úvod do chemické fyziky,Introduction to Chemical Physics,"1348","9999","11320","32-KCHFO",Z,"2","1",,"2","0",,,HT,K,3,,,,,
NHIF075,Organické polovodiče,Organic Semiconductors,"1348","9999","11320","32-KFKL",Z,"1","1",,"2","0",,,HT,K,3,,,,,
NHIF084,Fyzikální principy organizace mol. systémů II,Physical Principles of Molecular Systems Configuration II,"1348","9999","11320","32-KMF",Z,"1","1",,"2","0",,,HT,-,3,,,,,
NHIF088,Řešení soustav nelineárních rovnic a obrácených úloh,Solving Systems of Nonlinear Equations and Inverse Problems,"1348","9999","11320","32-KG",Z,"2","1",,"1","1",,,HT,F,3,,,,,
NHIF149,Mnohanásobné procesy v interakcích hadronů,Multiple Processes in Hadron Interactions,"1348","9999","11320","32-UCJF",Z,"1","1",,"2","0",,,HT,K,3,,,,,
NHII088,Matematická analýza Ia,Mathematical Analysis Ia,"1348","9999","11320","32-KAM",Z,"1","1",,"4","2",,,HT,*,9,"11774",,,,
NHIM036,Variační počet a Pont.optimalizační proc,Variational Calculus and Pont. Optimisation Process,"1348","9999","11320","32-KAM",Z,"1","1",,"2","0",,,HT,K,3,"11824",,,,
NHIM054,Torzní teorie,Torsion Theory,"1348","9999","11320","32-KA",Z,"1","2",,"2","0","2","0",HT,-K,6,,,,,
NHIM061,Komutativní okruhy a tělesa,Commutative Rings and Fields,"1348","9999","11320","32-KA",Z,"1","2",,"2","0","2","0",HT,--,6,,,,,
NHIM067,Použití a implementace produkčních systémů,Application and Implementation of Production Systems,"1348","9999","11320","32-KA",Z,"1","1",,"2","0",,,HT,K,3,,,,,
NHIM106,Klasická mechanika,Classical Mechanics,"1348","9999","11320",,Z,"1","1",,"2","2",,,HT,*,6,,,,,
NHIO012,Geometrie II,Geometry II,"2006","9999","11320","32-KDM",Z,"1","1",,"2","2",,,HT,*,6,,,,,
NHIO019,Geometrie III,Geometry III,"2006","9999","11320","32-KDM",Z,"1","1",,"2","0",,,HT,-,3,,,,,
NHIU003,Algebra a teoretická aritmetika,Algebra and Theoretical Arithmetic,"1348","9999","11320","32-KA",Z,"1","1",,"3","2",,,HT,*,8,,,,,
NHIU029,Programování a počítače,Programming and Computers,"1348","9999","11320","32-KDM",Z,"1","1",,"0","2",,,HT,*,3,,,,,
NHIU032,Geometrie,Geometry,"1348","9999","11320","32-KDM",Z,"1","2",,"0","2","2","2",HT,F*,9,,,,,
NHIU036,Programování I,Programming I,"1348","9999","11320","32-KSVI",Z,"1","2",,"2","0","2","0",HT,-K,6,,,,,
NHIU044,Didaktika základů techniky,Didactics of Basic Technology,"1348","9999","11320","32-KDF",Z,"1","2",,"1","2","0","2",HT,*Z,8,,,,,
NHIU070,Astronomie (4. roč.),Astronomy (4th year),"1348","9999","11320","32-KDF",Z,"2","1",,"2","1",,,HT,*,5,,,,,
NHIU097,Intuitivní fyzikální představy,Intuitive Physical Concepts,"1348","9999","11320","32-KDF",Z,"1","1",,"0","2",,,HT,Z,3,,,,,
NJAZ035,Německý jazyk,German Language,"1348","9999","11320","32-KJP",Z,"1","1",,"0","2",,,HT,Z,0,"11412",,,,
NJAZ049,Německý jazyk pro začátečníky I,German for Beginners I,"2016","9999","11320","32-KJP",V,"1","1",CZE,"0","2",,,HT,Z,3,"11412",,,,
NJAZ054,Německý jazyk pro pokročilé II,German for Advanced Students II,"2017","9999","11320","32-KJP",V,"2","1",GER,"0","2",,,HT,Z,3,"11412",,,,
NJAZ070,Anglický jazyk pro středně pokročilé I,English for Upper-Intermediate Students I,"2019","2023","11320","32-KJP",V,"1","1",ENG,"0","2",,,HT,Z,1,"12390",,,,
NJAZ070,Anglický jazyk pro středně pokročilé I,English for Upper-Intermediate Students I,"2024","9999","11320","32-KJP",V,"1","1",ENG,"0","2",,,HT,Z,1,"58753",,,,
NJAZ072,Anglický jazyk pro středně pokročilé II,English for Upper-Intermediate Students II,"2019","2023","11320","32-KJP",V,"2","1",ENG,"0","2",,,HT,Z,1,"12390",,,,
NJAZ072,Anglický jazyk pro středně pokročilé II,English for Upper-Intermediate Students II,"2024","9999","11320","32-KJP",V,"2","1",ENG,"0","2",,,HT,Z,1,"58753",,,,
NJAZ074,Anglický jazyk pro středně pokročilé III,English for Upper-Intermediate Students III,"2019","2023","11320","32-KJP",V,"1","1",ENG,"0","2",,,HT,Z,1,"12390",,,,
NJAZ074,Anglický jazyk pro středně pokročilé III,English for Upper-Intermediate Students III,"2024","9999","11320","32-KJP",V,"1","1",ENG,"0","2",,,HT,Z,1,"58753",,,,
NJAZ081,Německý jazyk pro středně pokročilé I,German for Intermediate Students I,"2012","9999","11320","32-KJP",V,"1","1",GER,"0","2",,,HT,Z,3,"11412",,,,
NJAZ088,Cambridge Certificate in Advanced English (CAE) II - přípravný kurz,Cambridge Certificate in Advanced English (CAE) II - Preparation Course,"2007","9999","11320","32-KJP",Z,"2","1",CZE,"0","2",,,HT,Z,3,,,,,
NJAZ091,Anglický jazyk,English Language,"2019","2020","11320","32-KJP",V,"3","1",ENG,"0","0",,,HT,K,1,"12390",,,,
NJAZ091,Anglický jazyk,English Language,"2021","2021","11320","32-KJP",V,"3","1",ENG,"0","0",,,HT,K,1,"12390",,,,
NJAZ091,Anglický jazyk - zkouška pro bakaláře,English Language - examination,"2022","2023","11320","32-KJP",V,"3","1",ENG,"0","0",,,HT,K,1,"12390",,,,
NJAZ091,Anglický jazyk - zkouška pro bakaláře,English Language - examination,"2024","9999","11320","32-KJP",V,"3","1",ENG,"0","0",,,HT,K,1,"58753",,,,
NJAZ102,Český jazyk pro pokročilé II,Czech for Advanced Students II,"2018","2021","11320","32-KJP",V,"2","1",CZE,"0","2",,,HT,Z,3,"12390",,,,
NJAZ102,Český jazyk pro pokročilé II,Czech for Advanced Students II,"2022","2023","11320","32-KJP",V,"2","1",CZE,"0","2",,,HT,Z,3,"12390",,,,
NJAZ102,Český jazyk pro pokročilé II,Czech for Advanced Students II,"2024","9999","11320","32-KJP",V,"2","1",CZE,"0","2",,,HT,Z,3,"68968",,,,
NJAZ107,Ruský jazyk pro pokročilé II,Russian for Advanced Students II,"2020","2023","11320","32-KJP",N,"2","1",RUS,"0","2",,,HT,Z,3,"12390",,,,
NJAZ107,Ruský jazyk pro pokročilé II,Russian for Advanced Students II,"2024","9999","11320","32-KJP",N,"2","1",RUS,"0","2",,,HT,Z,3,,,,,
NJAZ172,Anglický jazyk pro pokročilé II,English for Advanced Students II,"2019","2023","11320","32-KJP",V,"2","1",ENG,"0","2",,,HT,Z,1,"12390",,,,
NJAZ172,Anglický jazyk pro pokročilé II,English for Advanced Students II,"2024","9999","11320","32-KJP",V,"2","1",ENG,"0","2",,,HT,Z,1,"58753",,,,
NJAZ176,Anglický jazyk pro pokročilé IV,English for Advanced Students IV,"2019","2023","11320","32-KJP",V,"2","1",ENG,"0","2",,,HT,Z,1,"12390",,,,
NJAZ176,Anglický jazyk pro pokročilé IV,English for Advanced Students IV,"2024","9999","11320","32-KJP",V,"2","1",ENG,"0","2",,,HT,Z,1,"58753",,,,
NJSF006,Praktikum jaderné fyziky,Practical Course in Nuclear Physics,"2015","2020","11320","32-UCJF",V,"2","1",,"0","4",,,HT,F,6,"12374","11305",,,
